ty,gk,qk,n_opt,mouth_pred
RACExRELIG,RACExRELIG :: Asian | Agnostic,ADMISSIONa_W43,3,"0.211352,0.312358,0.476290"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV5a_W50,3,"0.281052,0.358070,0.360878"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV5a_W50,3,"0.284146,0.367712,0.348143"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV5a_W50,3,"0.274745,0.369709,0.355546"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV5a_W50,3,"0.278667,0.355031,0.366301"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV5a_W50,3,"0.288206,0.353117,0.358678"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV5a_W50,3,"0.286606,0.353911,0.359484"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV5a_W50,3,"0.283428,0.358286,0.358286"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV5a_W50,3,"0.275562,0.362219,0.362219"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV5b_W50,3,"0.416372,0.290674,0.292954"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV5b_W50,3,"0.388872,0.319877,0.291251"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV5b_W50,3,"0.376035,0.324163,0.299802"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV5b_W50,3,"0.373324,0.324349,0.302327"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV5b_W50,3,"0.361488,0.331720,0.306791"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV5b_W50,3,"0.362424,0.329991,0.307585"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV5b_W50,3,"0.359519,0.337736,0.302745"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV5b_W50,3,"0.360621,0.330924,0.308455"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV5b_W50,3,"0.361552,0.329197,0.309252"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV5b_W50,3,"0.362354,0.332514,0.305132"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV5b_W50,3,"0.359800,0.327601,0.312599"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV5b_W50,3,"0.357953,0.331052,0.310995"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV5b_W50,3,"0.359687,0.332656,0.307657"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV5b_W50,3,"0.335941,0.330733,0.333327"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV5b_W50,3,"0.361636,0.314195,0.324169"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV5b_W50,3,"0.365279,0.317360,0.317360"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV5b_W50,3,"0.346477,0.325485,0.328038"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV5b_W50,3,"0.358821,0.331855,0.309323"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV5b_W50,3,"0.349075,0.333089,0.317836"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV5b_W50,3,"0.344710,0.326365,0.328925"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV5b_W50,3,"0.337686,0.329863,0.332451"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV5b_W50,3,"0.345588,0.329762,0.324650"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV5b_W50,3,"0.343830,0.328085,0.328085"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV5b_W50,3,"0.343803,0.333225,0.322973"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV5d_W50,3,"0.357082,0.312671,0.330247"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV5d_W50,3,"0.318662,0.349982,0.331356"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV5d_W50,3,"0.303672,0.349524,0.346804"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV5d_W50,3,"0.304494,0.350470,0.345036"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV5d_W50,3,"0.292234,0.355266,0.352501"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV5d_W50,3,"0.295463,0.356396,0.348141"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV5d_W50,3,"0.289792,0.360652,0.349556"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV5d_W50,3,"0.292221,0.349743,0.358037"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV5d_W50,3,"0.297916,0.353784,0.348299"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV5d_W50,3,"0.293044,0.353478,0.353478"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV5d_W50,3,"0.293814,0.346198,0.359988"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV5d_W50,3,"0.297923,0.351039,0.351039"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV5d_W50,3,"0.295476,0.350886,0.353638"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV5d_W50,3,"0.294563,0.341699,0.363737"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV5d_W50,3,"0.321127,0.326184,0.352689"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV5d_W50,3,"0.311955,0.337304,0.350741"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV5d_W50,3,"0.295400,0.342669,0.361931"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV5d_W50,3,"0.302022,0.347626,0.350352"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV5d_W50,3,"0.293839,0.348943,0.357218"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV5d_W50,3,"0.292044,0.338777,0.369178"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV5d_W50,3,"0.299457,0.339329,0.361214"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV5d_W50,3,"0.298611,0.338371,0.363019"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV5d_W50,3,"0.295400,0.342669,0.361931"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV5d_W50,3,"0.292158,0.344246,0.363596"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV7_W50,3,"0.306438,0.281204,0.412358"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV7_W50,3,"0.278958,0.292346,0.428696"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV7_W50,3,"0.254276,0.270675,0.475049"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV7_W50,3,"0.286254,0.284027,0.429719"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV7_W50,3,"0.244229,0.292304,0.463466"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV7_W50,3,"0.269282,0.300406,0.430312"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV7_W50,3,"0.258406,0.295109,0.446485"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV7_W50,3,"0.242305,0.283284,0.474411"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV7_W50,3,"0.267490,0.291494,0.441016"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV7_W50,3,"0.259515,0.285022,0.455463"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV7_W50,3,"0.255607,0.285150,0.459243"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV7_W50,3,"0.281374,0.299521,0.419105"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV7_W50,3,"0.271175,0.288664,0.440161"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV7_W50,3,"0.290524,0.309262,0.400214"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV7_W50,3,"0.287513,0.313314,0.399173"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV7_W50,3,"0.268304,0.316139,0.415557"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV7_W50,3,"0.270283,0.311094,0.418623"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV7_W50,3,"0.270714,0.316497,0.412789"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV7_W50,3,"0.278007,0.317494,0.404498"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV7_W50,3,"0.255037,0.286745,0.458218"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV7_W50,3,"0.270714,0.316497,0.412789"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV7_W50,3,"0.271348,0.305084,0.423568"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV7_W50,3,"0.283340,0.294627,0.422033"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV7_W50,3,"0.274207,0.280710,0.445083"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV9a_W50,4,"0.426044,0.246575,0.210907,0.116474"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV9a_W50,4,"0.418066,0.259583,0.205347,0.117003"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV9a_W50,4,"0.413209,0.268880,0.196717,0.121194"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV9a_W50,4,"0.418410,0.245970,0.197643,0.137977"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV9a_W50,4,"0.392674,0.291810,0.202131,0.113385"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV9a_W50,4,"0.391451,0.271150,0.206280,0.131120"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV9a_W50,4,"0.408313,0.271995,0.198996,0.120697"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV9a_W50,4,"0.383386,0.293952,0.208444,0.114218"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV9a_W50,4,"0.389358,0.271816,0.208408,0.130419"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV9a_W50,4,"0.401092,0.271392,0.203263,0.124252"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV9a_W50,4,"0.375134,0.287625,0.205556,0.131684"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV9a_W50,4,"0.375278,0.268199,0.207248,0.149275"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV9a_W50,4,"0.390975,0.266622,0.199691,0.142712"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV9a_W50,4,"0.354982,0.272175,0.210320,0.162523"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV9a_W50,4,"0.362022,0.266939,0.221300,0.149739"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV9a_W50,4,"0.360846,0.270261,0.227583,0.141309"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV9a_W50,4,"0.342684,0.281885,0.233691,0.141740"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV9a_W50,4,"0.381468,0.279088,0.210667,0.128778"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV9a_W50,4,"0.385337,0.271119,0.214472,0.129072"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV9a_W50,4,"0.356546,0.286493,0.212903,0.144058"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV9a_W50,4,"0.358120,0.268219,0.217210,0.156451"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV9a_W50,4,"0.342830,0.277632,0.221348,0.158190"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV9a_W50,4,"0.366838,0.268384,0.210657,0.154120"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV9a_W50,4,"0.381538,0.270551,0.204223,0.143689"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV9b_W50,4,"0.408879,0.247998,0.215464,0.127658"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV9b_W50,4,"0.396688,0.262195,0.212332,0.128786"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV9b_W50,4,"0.386931,0.272240,0.207109,0.133720"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV9b_W50,4,"0.396816,0.252231,0.202674,0.148279"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV9b_W50,4,"0.368275,0.295918,0.211483,0.124324"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV9b_W50,4,"0.371405,0.276005,0.211620,0.140970"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV9b_W50,4,"0.391203,0.275246,0.204545,0.129005"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV9b_W50,4,"0.360661,0.296671,0.217049,0.125619"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV9b_W50,4,"0.368977,0.278518,0.213547,0.138958"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV9b_W50,4,"0.382379,0.277578,0.207896,0.132147"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV9b_W50,4,"0.351980,0.289531,0.215161,0.143328"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV9b_W50,4,"0.355143,0.272298,0.213729,0.158830"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV9b_W50,4,"0.374214,0.269537,0.205053,0.151196"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV9b_W50,4,"0.337129,0.273015,0.217667,0.172189"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV9b_W50,4,"0.344868,0.268583,0.226170,0.160379"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV9b_W50,4,"0.344825,0.270656,0.231504,0.153015"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV9b_W50,4,"0.327208,0.284283,0.237527,0.150982"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV9b_W50,4,"0.361328,0.283609,0.215759,0.139304"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV9b_W50,4,"0.366652,0.274610,0.220655,0.138083"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV9b_W50,4,"0.338204,0.289281,0.220074,0.152441"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV9b_W50,4,"0.344637,0.270509,0.220783,0.164072"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV9b_W50,4,"0.329793,0.277714,0.226663,0.165830"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV9b_W50,4,"0.349659,0.272315,0.215419,0.162607"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV9b_W50,4,"0.367442,0.275201,0.207733,0.149624"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV9c_W50,4,"0.300124,0.248812,0.269030,0.182035"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV9c_W50,4,"0.280506,0.263511,0.267661,0.188323"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV9c_W50,4,"0.267295,0.265215,0.267295,0.200195"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV9c_W50,4,"0.291040,0.248940,0.256842,0.203179"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV9c_W50,4,"0.253809,0.283144,0.274433,0.188615"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV9c_W50,4,"0.275131,0.268758,0.262532,0.193579"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV9c_W50,4,"0.280667,0.267814,0.261610,0.189909"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV9c_W50,4,"0.249408,0.282617,0.278235,0.189740"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV9c_W50,4,"0.270336,0.268232,0.268232,0.193200"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV9c_W50,4,"0.277693,0.264977,0.264977,0.192353"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV9c_W50,4,"0.253169,0.278052,0.271611,0.197168"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV9c_W50,4,"0.272599,0.266284,0.260116,0.201002"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV9c_W50,4,"0.281675,0.262550,0.254472,0.201304"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV9c_W50,4,"0.273889,0.269643,0.251335,0.205133"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV9c_W50,4,"0.274588,0.264069,0.262014,0.199330"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV9c_W50,4,"0.261891,0.268101,0.272323,0.197685"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV9c_W50,4,"0.254502,0.275182,0.275182,0.195133"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV9c_W50,4,"0.275947,0.278111,0.259228,0.186715"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV9c_W50,4,"0.289696,0.272145,0.259682,0.178477"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV9c_W50,4,"0.262932,0.277711,0.260886,0.198471"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV9c_W50,4,"0.282184,0.271374,0.250980,0.195463"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV9c_W50,4,"0.269737,0.273985,0.257385,0.198892"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV9c_W50,4,"0.283648,0.266463,0.250318,0.199571"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV9c_W50,4,"0.290329,0.266421,0.248332,0.194918"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV9e_W50,4,"0.518598,0.206284,0.159404,0.115715"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV9e_W50,4,"0.529347,0.210560,0.144716,0.115377"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV9e_W50,4,"0.519618,0.218308,0.137685,0.124388"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV9e_W50,4,"0.523814,0.194212,0.139886,0.142088"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV9e_W50,4,"0.490824,0.246802,0.143958,0.118417"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV9e_W50,4,"0.484552,0.225337,0.151284,0.138826"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV9e_W50,4,"0.521383,0.215653,0.138153,0.124811"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV9e_W50,4,"0.481629,0.245992,0.151551,0.120827"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV9e_W50,4,"0.481389,0.225623,0.155068,0.137920"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV9e_W50,4,"0.509201,0.217300,0.144753,0.128746"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV9e_W50,4,"0.463927,0.248322,0.150615,0.137136"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV9e_W50,4,"0.452206,0.232776,0.158739,0.156278"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV9e_W50,4,"0.484428,0.223527,0.145452,0.146593"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV9e_W50,4,"0.405677,0.247985,0.177227,0.169111"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV9e_W50,4,"0.424267,0.236140,0.181055,0.158537"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV9e_W50,4,"0.436115,0.242735,0.176207,0.144944"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV9e_W50,4,"0.408653,0.253738,0.193034,0.144576"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV9e_W50,4,"0.468292,0.242947,0.155637,0.133124"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV9e_W50,4,"0.467578,0.235113,0.165423,0.131886"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV9e_W50,4,"0.427037,0.256995,0.167230,0.148738"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV9e_W50,4,"0.421293,0.241928,0.175621,0.161159"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV9e_W50,4,"0.401540,0.255234,0.180988,0.162237"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV9e_W50,4,"0.432335,0.240631,0.167987,0.159047"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV9e_W50,4,"0.464856,0.235577,0.153293,0.146273"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FATHER_W50,2,"0.552540,0.447460"
RACExRELIG,RACExRELIG :: Asian | Hindu,FATHER_W50,2,"0.560253,0.439747"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FATHER_W50,2,"0.558327,0.441673"
RACExRELIG,RACExRELIG :: Asian | Protestant,FATHER_W50,2,"0.567937,0.432063"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FATHER_W50,2,"0.523420,0.476580"
RACExRELIG,RACExRELIG :: Black | Protestant,FATHER_W50,2,"0.529263,0.470737"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FATHER_W50,2,"0.546738,0.453262"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FATHER_W50,2,"0.544801,0.455199"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FATHER_W50,2,"0.550607,0.449393"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FATHER_W50,2,"0.567937,0.432063"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FATHER_W50,2,"0.505859,0.494141"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FATHER_W50,2,"0.519521,0.480479"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FATHER_W50,2,"0.540924,0.459076"
RACExRELIG,RACExRELIG :: Refused | Protestant,FATHER_W50,2,"0.488283,0.511717"
RACExRELIG,RACExRELIG :: White | Agnostic,FATHER_W50,2,"0.490236,0.509764"
RACExRELIG,RACExRELIG :: White | Atheist,FATHER_W50,2,"0.494141,0.505859"
RACExRELIG,RACExRELIG :: White | Buddhist,FATHER_W50,2,"0.503906,0.496094"
RACExRELIG,RACExRELIG :: White | Jewish,FATHER_W50,2,"0.511717,0.488283"
RACExRELIG,RACExRELIG :: White | Mormon,FATHER_W50,2,"0.542863,0.457137"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FATHER_W50,2,"0.509764,0.490236"
RACExRELIG,RACExRELIG :: White | Orthodox,FATHER_W50,2,"0.507812,0.492188"
RACExRELIG,RACExRELIG :: White | Other,FATHER_W50,2,"0.498047,0.501953"
RACExRELIG,RACExRELIG :: White | Protestant,FATHER_W50,2,"0.531209,0.468791"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FATHER_W50,2,"0.548674,0.451327"
RACExRELIG,RACExRELIG :: Asian | Hindu,FIN_SITCOMM_W54,4,"0.271056,0.279661,0.279661,0.169623"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FIN_SITCOMM_W54,4,"0.269609,0.300770,0.276002,0.153618"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FIN_SITCOMM_W54,4,"0.258808,0.327163,0.275499,0.138530"
RACExRELIG,RACExRELIG :: Black | Protestant,FIN_SITCOMM_W54,4,"0.273136,0.288489,0.275278,0.163097"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FIN_SITCOMM_W54,4,"0.281134,0.292333,0.272484,0.154049"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FIN_SITCOMM_W54,4,"0.247062,0.322230,0.286597,0.144110"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FIN_SITCOMM_W54,4,"0.262111,0.287872,0.283409,0.166608"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FIN_SITCOMM_W54,4,"0.271707,0.286980,0.280332,0.160981"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FIN_SITCOMM_W54,4,"0.250260,0.304239,0.281375,0.164125"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FIN_SITCOMM_W54,4,"0.264841,0.269011,0.275391,0.190758"
RACExRELIG,RACExRELIG :: Refused | Protestant,FIN_SITCOMM_W54,4,"0.266306,0.262177,0.270499,0.201018"
RACExRELIG,RACExRELIG :: White | Agnostic,FIN_SITCOMM_W54,4,"0.290117,0.270419,0.266227,0.173237"
RACExRELIG,RACExRELIG :: White | Atheist,FIN_SITCOMM_W54,4,"0.260256,0.283611,0.281404,0.174728"
RACExRELIG,RACExRELIG :: White | Jewish,FIN_SITCOMM_W54,4,"0.261617,0.282875,0.278490,0.177019"
RACExRELIG,RACExRELIG :: White | Mormon,FIN_SITCOMM_W54,4,"0.277952,0.271513,0.277952,0.172584"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FIN_SITCOMM_W54,4,"0.261218,0.286892,0.273754,0.178135"
RACExRELIG,RACExRELIG :: White | Orthodox,FIN_SITCOMM_W54,4,"0.265885,0.253710,0.270072,0.210333"
RACExRELIG,RACExRELIG :: White | Other,FIN_SITCOMM_W54,4,"0.249452,0.259389,0.276118,0.215041"
RACExRELIG,RACExRELIG :: White | Protestant,FIN_SITCOMM_W54,4,"0.271884,0.259433,0.269768,0.198915"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FIN_SITCOMM_W54,4,"0.283832,0.260459,0.266636,0.189073"
RACExRELIG,RACExRELIG :: Asian | Hindu,FIN_SITFUT_W54,2,"0.544801,0.455199"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FIN_SITFUT_W54,2,"0.527317,0.472683"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FIN_SITFUT_W54,2,"0.505859,0.494141"
RACExRELIG,RACExRELIG :: Black | Protestant,FIN_SITFUT_W54,2,"0.507812,0.492188"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FIN_SITFUT_W54,2,"0.517571,0.482429"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FIN_SITFUT_W54,2,"0.503906,0.496094"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FIN_SITFUT_W54,2,"0.509764,0.490236"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FIN_SITFUT_W54,2,"0.517571,0.482429"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FIN_SITFUT_W54,2,"0.478529,0.521471"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FIN_SITFUT_W54,2,"0.490236,0.509764"
RACExRELIG,RACExRELIG :: Refused | Protestant,FIN_SITFUT_W54,2,"0.462959,0.537041"
RACExRELIG,RACExRELIG :: White | Agnostic,FIN_SITFUT_W54,2,"0.466846,0.533154"
RACExRELIG,RACExRELIG :: White | Atheist,FIN_SITFUT_W54,2,"0.468791,0.531209"
RACExRELIG,RACExRELIG :: White | Jewish,FIN_SITFUT_W54,2,"0.474631,0.525369"
RACExRELIG,RACExRELIG :: White | Mormon,FIN_SITFUT_W54,2,"0.496094,0.503906"
