ty,gk,qk,n_opt,mouth_pred
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",INEQ2_W54,2,"0.694303,0.305697"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",INEQ2_W54,2,"0.695958,0.304042"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",INEQ2_W54,2,"0.702530,0.297470"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",INEQ2_W54,2,"0.637031,0.362969"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,INEQ2_W54,2,"0.600188,0.399812"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",INEQ2_W54,2,"0.675765,0.324235"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",INEQ2_W54,2,"0.702530,0.297470"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",INEQ2_W54,2,"0.707405,0.292595"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",INEQ2_W54,2,"0.700895,0.299105"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",INEQ2_W54,2,"0.640636,0.359364"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,INEQ2_W54,2,"0.588889,0.411111"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",INEQ2_W54,2,"0.667148,0.332852"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",INEQ2_W54,2,"0.613237,0.386763"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",INEQ2_W54,2,"0.672332,0.327668"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",INEQ2_W54,2,"0.670608,0.329392"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",INEQ2_W54,2,"0.670608,0.329392"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",INEQ2_W54,2,"0.679179,0.320821"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",INEQ2_W54,2,"0.613237,0.386763"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,INEQ2_W54,2,"0.564098,0.435902"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",INEQ2_W54,2,"0.624294,0.375706"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",INEQ2_W54,2,"0.640636,0.359364"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",INEQ2_W54,2,"0.629775,0.370225"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",INEQ2_W54,2,"0.640636,0.359364"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",INEQ2_W54,2,"0.592667,0.407333"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",INEQ2_W54,2,"0.556400,0.443600"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",INEQ4_c_W54,4,"0.648288,0.178622,0.091947,0.081143"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",INEQ4_c_W54,4,"0.552477,0.237617,0.120419,0.089487"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",INEQ4_c_W54,4,"0.531744,0.261184,0.116809,0.090263"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",INEQ4_c_W54,4,"0.559829,0.237047,0.102752,0.100372"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",INEQ4_c_W54,4,"0.550360,0.213847,0.110079,0.125714"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,INEQ4_c_W54,4,"0.454773,0.221639,0.135485,0.188102"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",INEQ4_c_W54,4,"0.617411,0.206807,0.095426,0.080356"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",INEQ4_c_W54,4,"0.558785,0.246030,0.115312,0.079874"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",INEQ4_c_W54,4,"0.536046,0.271655,0.113243,0.079056"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",INEQ4_c_W54,4,"0.571577,0.240138,0.098552,0.089733"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",INEQ4_c_W54,4,"0.543494,0.221314,0.113923,0.121270"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,INEQ4_c_W54,4,"0.450695,0.235651,0.138532,0.175121"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",INEQ4_c_W54,4,"0.565565,0.224966,0.109640,0.099828"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",INEQ4_c_W54,4,"0.522921,0.262941,0.120383,0.093755"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",INEQ4_c_W54,4,"0.521454,0.274787,0.114548,0.089210"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",INEQ4_c_W54,4,"0.529188,0.264021,0.104203,0.102588"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",INEQ4_c_W54,4,"0.513531,0.238814,0.113693,0.133963"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,INEQ4_c_W54,4,"0.422747,0.246586,0.141603,0.189064"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",INEQ4_c_W54,4,"0.487692,0.256996,0.143040,0.112273"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",INEQ4_c_W54,4,"0.474275,0.231143,0.130677,0.163905"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",INEQ4_c_W54,4,"0.616496,0.200147,0.094543,0.088815"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",INEQ4_c_W54,4,"0.539174,0.244931,0.122201,0.093694"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",INEQ4_c_W54,4,"0.522265,0.266747,0.120232,0.090756"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",INEQ4_c_W54,4,"0.553604,0.239970,0.104019,0.102407"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",INEQ4_c_W54,4,"0.556217,0.201448,0.111250,0.131085"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,INEQ4_c_W54,4,"0.438577,0.224003,0.141277,0.196144"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",INEQ4_c_W54,4,"0.506980,0.239481,0.131224,0.122315"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",INEQ4_c_W54,4,"0.471763,0.266711,0.145008,0.116517"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",INEQ4_c_W54,4,"0.455721,0.285183,0.145657,0.113438"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",INEQ4_c_W54,4,"0.479326,0.262649,0.128005,0.130021"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",INEQ4_c_W54,4,"0.468834,0.243228,0.127175,0.160764"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",INEQ4_c_W54,4,"0.371153,0.209831,0.145346,0.273671"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",INEQ4_e_W54,4,"0.675048,0.161595,0.077534,0.085823"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",INEQ4_e_W54,4,"0.577468,0.227914,0.100349,0.094269"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",INEQ4_e_W54,4,"0.557377,0.247335,0.099932,0.095356"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",INEQ4_e_W54,4,"0.589440,0.223726,0.083600,0.103233"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",INEQ4_e_W54,4,"0.594358,0.187023,0.084959,0.133659"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,INEQ4_e_W54,4,"0.474832,0.205824,0.111905,0.207439"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",INEQ4_e_W54,4,"0.666188,0.173785,0.075330,0.084696"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",INEQ4_e_W54,4,"0.593654,0.228874,0.093930,0.083543"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",INEQ4_e_W54,4,"0.567544,0.251846,0.095590,0.085020"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",INEQ4_e_W54,4,"0.611670,0.218098,0.077160,0.093073"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",INEQ4_e_W54,4,"0.599350,0.185670,0.084344,0.130635"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,INEQ4_e_W54,4,"0.473529,0.216797,0.110729,0.198944"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",INEQ4_e_W54,4,"0.608468,0.199090,0.088346,0.104097"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",INEQ4_e_W54,4,"0.552891,0.251162,0.098356,0.097591"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",INEQ4_e_W54,4,"0.549065,0.259360,0.096162,0.095413"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",INEQ4_e_W54,4,"0.562802,0.247798,0.083653,0.105747"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",INEQ4_e_W54,4,"0.563424,0.207272,0.085731,0.143573"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,INEQ4_e_W54,4,"0.444045,0.230367,0.115836,0.209752"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",INEQ4_e_W54,4,"0.516356,0.247750,0.117947,0.117947"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",INEQ4_e_W54,4,"0.524617,0.202258,0.100125,0.173000"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",INEQ4_e_W54,4,"0.665620,0.172286,0.074099,0.087995"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",INEQ4_e_W54,4,"0.575675,0.232594,0.098486,0.093245"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",INEQ4_e_W54,4,"0.551665,0.252571,0.102848,0.092916"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",INEQ4_e_W54,4,"0.589824,0.223872,0.083004,0.103300"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",INEQ4_e_W54,4,"0.612250,0.168693,0.083509,0.135548"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,INEQ4_e_W54,4,"0.465451,0.209795,0.114958,0.209795"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",INEQ4_e_W54,4,"0.546972,0.217570,0.108550,0.126908"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",INEQ4_e_W54,4,"0.501621,0.258212,0.121022,0.119145"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",INEQ4_e_W54,4,"0.475882,0.277580,0.128082,0.118456"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",INEQ4_e_W54,4,"0.508191,0.253546,0.105694,0.132570"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",INEQ4_e_W54,4,"0.512440,0.218682,0.098568,0.170310"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",INEQ4_e_W54,4,"0.392992,0.190038,0.117998,0.298972"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",INEQ5_a_W54,4,"0.494129,0.196551,0.172106,0.137215"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",INEQ5_a_W54,4,"0.437852,0.221893,0.191283,0.148972"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",INEQ5_a_W54,4,"0.423856,0.245309,0.180880,0.149955"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",INEQ5_a_W54,4,"0.469231,0.226905,0.167310,0.136554"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",INEQ5_a_W54,4,"0.478856,0.202760,0.162922,0.155462"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,INEQ5_a_W54,4,"0.419851,0.216121,0.179170,0.184858"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",INEQ5_a_W54,4,"0.482235,0.201025,0.171946,0.144793"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",INEQ5_a_W54,4,"0.441293,0.215069,0.195823,0.147815"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",INEQ5_a_W54,4,"0.423153,0.241105,0.184862,0.150880"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",INEQ5_a_W54,4,"0.476995,0.218384,0.170078,0.134543"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",INEQ5_a_W54,4,"0.476097,0.198467,0.168436,0.157000"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,INEQ5_a_W54,4,"0.416175,0.215909,0.183239,0.184677"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",INEQ5_a_W54,4,"0.451180,0.225102,0.172592,0.151126"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",INEQ5_a_W54,4,"0.424515,0.236278,0.185457,0.153749"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",INEQ5_a_W54,4,"0.416875,0.252847,0.179296,0.150982"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",INEQ5_a_W54,4,"0.453461,0.242720,0.165521,0.138298"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",INEQ5_a_W54,4,"0.456379,0.220690,0.162727,0.160204"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,INEQ5_a_W54,4,"0.395675,0.236268,0.181153,0.186904"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",INEQ5_a_W54,4,"0.415995,0.233352,0.201162,0.149491"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",INEQ5_a_W54,4,"0.451821,0.215099,0.176935,0.156145"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",INEQ5_a_W54,4,"0.496457,0.202160,0.162440,0.138942"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",INEQ5_a_W54,4,"0.441470,0.223726,0.186930,0.147874"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",INEQ5_a_W54,4,"0.424560,0.243804,0.182601,0.149035"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",INEQ5_a_W54,4,"0.468541,0.224809,0.167064,0.139587"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",INEQ5_a_W54,4,"0.494821,0.192267,0.163175,0.149737"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,INEQ5_a_W54,4,"0.418441,0.218787,0.179969,0.182803"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",INEQ5_a_W54,4,"0.426455,0.228265,0.183416,0.161864"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",INEQ5_a_W54,4,"0.399515,0.234863,0.197774,0.167849"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",INEQ5_a_W54,4,"0.381244,0.255955,0.196248,0.166553"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",INEQ5_a_W54,4,"0.420000,0.241186,0.180640,0.158174"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",INEQ5_a_W54,4,"0.435497,0.220699,0.169216,0.174588"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",INEQ5_a_W54,4,"0.401282,0.214791,0.183720,0.200207"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",INEQ5_k_W54,4,"0.537453,0.196179,0.158871,0.107497"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",INEQ5_k_W54,4,"0.482596,0.219229,0.176156,0.122019"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",INEQ5_k_W54,4,"0.459322,0.249729,0.166355,0.124594"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",INEQ5_k_W54,4,"0.494668,0.230042,0.156875,0.118415"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",INEQ5_k_W54,4,"0.498833,0.204721,0.155743,0.140702"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,INEQ5_k_W54,4,"0.431201,0.213460,0.175587,0.179751"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",INEQ5_k_W54,4,"0.517477,0.204236,0.155375,0.122912"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",INEQ5_k_W54,4,"0.482898,0.215965,0.179041,0.122096"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",INEQ5_k_W54,4,"0.459144,0.245762,0.167595,0.127500"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",INEQ5_k_W54,4,"0.502972,0.221456,0.157036,0.118537"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",INEQ5_k_W54,4,"0.488548,0.203657,0.161106,0.146689"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,INEQ5_k_W54,4,"0.424979,0.213693,0.178547,0.182781"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",INEQ5_k_W54,4,"0.479858,0.228446,0.159481,0.132215"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",INEQ5_k_W54,4,"0.460486,0.238897,0.170732,0.129886"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",INEQ5_k_W54,4,"0.445738,0.259996,0.166560,0.127706"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",INEQ5_k_W54,4,"0.470860,0.250072,0.155273,0.123795"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",INEQ5_k_W54,4,"0.464923,0.228362,0.156951,0.149764"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,INEQ5_k_W54,4,"0.401695,0.236144,0.178251,0.183909"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",INEQ5_k_W54,4,"0.442801,0.233340,0.191940,0.131918"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",INEQ5_k_W54,4,"0.447662,0.223347,0.176682,0.152309"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",INEQ5_k_W54,4,"0.523135,0.204863,0.148714,0.123288"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",INEQ5_k_W54,4,"0.478137,0.222354,0.171822,0.127687"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",INEQ5_k_W54,4,"0.455721,0.247771,0.168965,0.127542"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",INEQ5_k_W54,4,"0.489840,0.227797,0.156562,0.125801"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",INEQ5_k_W54,4,"0.498053,0.196570,0.160436,0.144942"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,INEQ5_k_W54,4,"0.425053,0.212067,0.177188,0.185692"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",INEQ5_k_W54,4,"0.439293,0.235136,0.176109,0.149462"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",INEQ5_k_W54,4,"0.418647,0.240409,0.191671,0.149273"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $50,000-$75,000",INEQ5_k_W54,4,"0.396650,0.266298,0.188834,0.148217"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $75,000-$100,000",INEQ5_k_W54,4,"0.425474,0.250123,0.177364,0.147040"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Less than $30,000",INEQ5_k_W54,4,"0.429032,0.229644,0.169329,0.171995"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | Refused",INEQ5_k_W54,4,"0.380354,0.213359,0.191254,0.215033"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $100,000 or more",INEQ6_W54,4,"0.562821,0.175721,0.124605,0.136852"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $30,000-$50,000",INEQ6_W54,4,"0.485744,0.218942,0.152846,0.142468"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $50,000-$75,000",INEQ6_W54,4,"0.460447,0.233343,0.157888,0.148322"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | $75,000-$100,000",INEQ6_W54,4,"0.507549,0.213237,0.130349,0.148864"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Associate's degree | Less than $30,000",INEQ6_W54,4,"0.508083,0.189857,0.126472,0.175589"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Associate's degree | Refused,INEQ6_W54,4,"0.437649,0.200370,0.153629,0.208352"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $100,000 or more",INEQ6_W54,4,"0.523313,0.200185,0.132314,0.144188"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $30,000-$50,000",INEQ6_W54,4,"0.483079,0.222904,0.155612,0.138404"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $50,000-$75,000",INEQ6_W54,4,"0.454984,0.239760,0.160967,0.144290"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | $75,000-$100,000",INEQ6_W54,4,"0.507736,0.216675,0.133490,0.142099"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: College graduate/some postgrad | Less than $30,000",INEQ6_W54,4,"0.491551,0.200162,0.134383,0.173904"
EDUCATIONxINCOME,EDUCATIONxINCOME :: College graduate/some postgrad | Refused,INEQ6_W54,4,"0.422829,0.210957,0.161747,0.204467"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $100,000 or more",INEQ6_W54,4,"0.484621,0.218436,0.143254,0.153689"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $30,000-$50,000",INEQ6_W54,4,"0.458145,0.239547,0.155876,0.146432"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $50,000-$75,000",INEQ6_W54,4,"0.451995,0.243833,0.157430,0.146741"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | $75,000-$100,000",INEQ6_W54,4,"0.478717,0.236982,0.137155,0.147146"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: High school graduate | Less than $30,000",INEQ6_W54,4,"0.475223,0.214200,0.133000,0.177578"
EDUCATIONxINCOME,EDUCATIONxINCOME :: High school graduate | Refused,INEQ6_W54,4,"0.403404,0.226289,0.164268,0.206039"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | $30,000-$50,000",INEQ6_W54,4,"0.443535,0.235560,0.172339,0.148566"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Less than high school | Less than $30,000",INEQ6_W54,4,"0.465444,0.209792,0.145319,0.179445"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $100,000 or more",INEQ6_W54,4,"0.524147,0.197396,0.129455,0.149002"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $30,000-$50,000",INEQ6_W54,4,"0.466836,0.227518,0.157597,0.148049"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $50,000-$75,000",INEQ6_W54,4,"0.442949,0.240827,0.165518,0.150706"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | $75,000-$100,000",INEQ6_W54,4,"0.490362,0.219303,0.137237,0.153098"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Postgraduate | Less than $30,000",INEQ6_W54,4,"0.508139,0.182603,0.129485,0.179772"
EDUCATIONxINCOME,EDUCATIONxINCOME :: Postgraduate | Refused,INEQ6_W54,4,"0.423223,0.209510,0.159387,0.207880"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $100,000 or more",INEQ6_W54,4,"0.443883,0.226713,0.158271,0.171132"
EDUCATIONxINCOME,"EDUCATIONxINCOME :: Some college, no degree | $30,000-$50,000",INEQ6_W54,4,"0.413453,0.243057,0.176440,0.167050"
