ty,gk,qk,n_opt,mouth_pred
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Conservative,ADKIDS_W50,3,"0.329804,0.262943,0.407253"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ5_f_W54,4,"0.368404,0.223449,0.219984,0.188163"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ5_f_W54,4,"0.342215,0.233370,0.242666,0.181749"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ5_f_W54,4,"0.341040,0.245642,0.241833,0.171485"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ5_f_W54,4,"0.332224,0.269043,0.254725,0.144008"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ5_f_W54,4,"0.349303,0.240072,0.236350,0.174274"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ5_f_W54,4,"0.330308,0.267491,0.247389,0.154812"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ5_f_W54,4,"0.316031,0.266125,0.250001,0.167843"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ5_f_W54,4,"0.348220,0.231965,0.231965,0.187851"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ5_f_W54,4,"0.344431,0.244238,0.231240,0.180090"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ5_f_W54,4,"0.329005,0.262305,0.248346,0.160344"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ5_f_W54,4,"0.327083,0.243067,0.228340,0.201510"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ5_f_W54,4,"0.375400,0.218969,0.213896,0.191735"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ5_f_W54,4,"0.367669,0.223003,0.207861,0.201466"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INEQ5_i_W54,4,"0.526620,0.189245,0.165708,0.118426"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INEQ5_i_W54,4,"0.465867,0.230621,0.183867,0.119645"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INEQ5_i_W54,4,"0.444041,0.223278,0.185104,0.147578"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INEQ5_i_W54,4,"0.476547,0.230443,0.175312,0.117699"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INEQ5_i_W54,4,"0.432801,0.264566,0.186146,0.116487"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,INEQ5_i_W54,4,"0.503416,0.197141,0.159649,0.139794"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ5_i_W54,4,"0.525183,0.188728,0.145838,0.140251"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ5_i_W54,4,"0.434278,0.225300,0.186781,0.153641"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ5_i_W54,4,"0.479998,0.224970,0.169817,0.125215"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ5_i_W54,4,"0.437613,0.265426,0.181005,0.115956"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ5_i_W54,4,"0.483204,0.216102,0.169621,0.131073"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ5_i_W54,4,"0.435026,0.261803,0.178534,0.124637"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ5_i_W54,4,"0.386843,0.261751,0.202265,0.149141"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ5_i_W54,4,"0.437152,0.216406,0.175251,0.171191"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ5_i_W54,4,"0.476432,0.214745,0.164650,0.144173"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ5_i_W54,4,"0.425246,0.251950,0.181473,0.141331"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ5_i_W54,4,"0.427817,0.221949,0.166232,0.184002"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ5_i_W54,4,"0.484830,0.188385,0.152558,0.174227"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ5_i_W54,4,"0.491857,0.189628,0.143138,0.175377"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INEQ5_j_W54,4,"0.449070,0.210475,0.213789,0.126666"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INEQ5_j_W54,4,"0.413682,0.233875,0.232055,0.120388"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INEQ5_j_W54,4,"0.403387,0.233463,0.219318,0.143832"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INEQ5_j_W54,4,"0.412554,0.248280,0.219106,0.120060"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INEQ5_j_W54,4,"0.381925,0.270826,0.233466,0.113782"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,INEQ5_j_W54,4,"0.446919,0.207837,0.204615,0.140629"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ5_j_W54,4,"0.440064,0.209502,0.198352,0.152082"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ5_j_W54,4,"0.392463,0.234350,0.221879,0.151308"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ5_j_W54,4,"0.408655,0.244019,0.218737,0.128589"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ5_j_W54,4,"0.387595,0.266390,0.231443,0.114573"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ5_j_W54,4,"0.409677,0.233427,0.214205,0.142691"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ5_j_W54,4,"0.383330,0.259374,0.228897,0.128399"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ5_j_W54,4,"0.339587,0.266545,0.240803,0.153064"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ5_j_W54,4,"0.389212,0.228806,0.213271,0.168711"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ5_j_W54,4,"0.397824,0.239415,0.212940,0.149822"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ5_j_W54,4,"0.371375,0.259261,0.230592,0.138773"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ5_j_W54,4,"0.356058,0.237186,0.217654,0.189101"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ5_j_W54,4,"0.425258,0.202453,0.197763,0.174526"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ5_j_W54,4,"0.412679,0.210776,0.193419,0.183125"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INEQ5_k_W54,4,"0.487895,0.200232,0.198673,0.113201"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INEQ5_k_W54,4,"0.430007,0.230166,0.221348,0.118479"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INEQ5_k_W54,4,"0.414147,0.232316,0.211526,0.142012"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INEQ5_k_W54,4,"0.438285,0.240161,0.205420,0.116134"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INEQ5_k_W54,4,"0.391942,0.265201,0.223322,0.119535"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,INEQ5_k_W54,4,"0.463552,0.202511,0.194753,0.139184"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ5_k_W54,4,"0.477539,0.197519,0.182675,0.142267"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ5_k_W54,4,"0.402365,0.236538,0.215370,0.145727"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ5_k_W54,4,"0.430104,0.243158,0.206366,0.120372"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ5_k_W54,4,"0.393354,0.266157,0.222382,0.118106"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ5_k_W54,4,"0.434266,0.221801,0.205133,0.138800"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ5_k_W54,4,"0.391405,0.252710,0.219558,0.136327"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ5_k_W54,4,"0.340539,0.257052,0.237735,0.164674"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ5_k_W54,4,"0.391963,0.228630,0.208170,0.171236"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ5_k_W54,4,"0.415607,0.231320,0.202551,0.150523"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ5_k_W54,4,"0.376363,0.252678,0.221252,0.149707"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ5_k_W54,4,"0.365789,0.225356,0.208420,0.200436"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ5_k_W54,4,"0.425490,0.202563,0.191783,0.180164"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ5_k_W54,4,"0.426174,0.202889,0.183295,0.187642"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INEQ6_W54,4,"0.485959,0.215643,0.160252,0.138146"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INEQ6_W54,4,"0.453359,0.229751,0.177538,0.139351"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INEQ6_W54,4,"0.426766,0.243164,0.177902,0.152168"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INEQ6_W54,4,"0.440432,0.248998,0.175192,0.135378"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INEQ6_W54,4,"0.418802,0.260040,0.187300,0.133857"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,INEQ6_W54,4,"0.477422,0.218580,0.152593,0.151406"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ6_W54,4,"0.471923,0.217757,0.148497,0.161823"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ6_W54,4,"0.416909,0.241288,0.183562,0.158241"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ6_W54,4,"0.432788,0.246595,0.179009,0.141608"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ6_W54,4,"0.423810,0.253069,0.186601,0.136520"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ6_W54,4,"0.437134,0.235816,0.171184,0.155865"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ6_W54,4,"0.416341,0.248609,0.181886,0.153163"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ6_W54,4,"0.362982,0.257392,0.206821,0.172805"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ6_W54,4,"0.413980,0.234043,0.173926,0.178051"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ6_W54,4,"0.418605,0.240385,0.174501,0.166510"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ6_W54,4,"0.399222,0.249827,0.187111,0.163840"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ6_W54,4,"0.389078,0.230521,0.175371,0.205030"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ6_W54,4,"0.449225,0.208909,0.151652,0.190214"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ6_W54,4,"0.440893,0.211543,0.148839,0.198726"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INEQ8_g_W54,4,"0.570108,0.269300,0.117648,0.042944"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INEQ8_g_W54,4,"0.522785,0.300210,0.136377,0.040629"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INEQ8_g_W54,4,"0.473165,0.312743,0.150056,0.064036"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INEQ8_g_W54,4,"0.501011,0.323477,0.130696,0.044816"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INEQ8_g_W54,4,"0.453917,0.353511,0.149686,0.042886"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,INEQ8_g_W54,4,"0.539993,0.289037,0.119551,0.051418"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ8_g_W54,4,"0.548144,0.286604,0.112236,0.053016"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ8_g_W54,4,"0.454480,0.319767,0.160789,0.064965"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ8_g_W54,4,"0.475544,0.334587,0.142784,0.047085"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ8_g_W54,4,"0.454984,0.359922,0.146562,0.038533"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ8_g_W54,4,"0.485375,0.313382,0.142360,0.058883"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ8_g_W54,4,"0.454873,0.346049,0.148834,0.050244"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ8_g_W54,4,"0.385065,0.324257,0.201336,0.089342"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ8_g_W54,4,"0.456061,0.301438,0.160092,0.082409"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ8_g_W54,4,"0.476339,0.312391,0.145275,0.065994"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ8_g_W54,4,"0.440811,0.332741,0.163437,0.063011"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ8_g_W54,4,"0.428321,0.299016,0.160052,0.112611"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ8_g_W54,4,"0.513646,0.270672,0.135043,0.080638"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ8_g_W54,4,"0.507775,0.273924,0.131430,0.086870"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INEQ8_h_W54,4,"0.336021,0.194474,0.315663,0.153842"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INEQ8_h_W54,4,"0.317079,0.203128,0.345533,0.134260"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INEQ8_h_W54,4,"0.320248,0.208389,0.312829,0.158534"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INEQ8_h_W54,4,"0.327312,0.221471,0.314773,0.136444"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INEQ8_h_W54,4,"0.309587,0.233688,0.337369,0.119356"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,INEQ8_h_W54,4,"0.338830,0.200750,0.315825,0.144595"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ8_h_W54,4,"0.343286,0.200237,0.302949,0.153527"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ8_h_W54,4,"0.304995,0.209620,0.324665,0.160721"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ8_h_W54,4,"0.305443,0.216592,0.330263,0.147703"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ8_h_W54,4,"0.297843,0.223074,0.367787,0.111296"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ8_h_W54,4,"0.308433,0.217010,0.313290,0.161268"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ8_h_W54,4,"0.299704,0.222721,0.347663,0.129912"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ8_h_W54,4,"0.303036,0.234168,0.315108,0.147688"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ8_h_W54,4,"0.316639,0.199702,0.314175,0.169485"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ8_h_W54,4,"0.320860,0.215415,0.308568,0.155158"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ8_h_W54,4,"0.309101,0.220905,0.342144,0.127850"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ8_h_W54,4,"0.323476,0.212141,0.299167,0.165216"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ8_h_W54,4,"0.340969,0.195802,0.300904,0.162325"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ8_h_W54,4,"0.344566,0.197868,0.285655,0.171911"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INEQ8_j_W54,4,"0.470365,0.251768,0.191535,0.086332"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INEQ8_j_W54,4,"0.428879,0.262168,0.222499,0.086454"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INEQ8_j_W54,4,"0.403201,0.270696,0.214138,0.111965"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INEQ8_j_W54,4,"0.419485,0.290569,0.206044,0.083902"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INEQ8_j_W54,4,"0.376851,0.305183,0.235827,0.082139"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very conservative,INEQ8_j_W54,4,"0.442604,0.262234,0.196404,0.098758"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INEQ8_j_W54,4,"0.459497,0.259776,0.181353,0.099373"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INEQ8_j_W54,4,"0.386884,0.265901,0.229221,0.117993"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INEQ8_j_W54,4,"0.397285,0.288398,0.222857,0.091460"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INEQ8_j_W54,4,"0.376935,0.298180,0.243367,0.081518"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INEQ8_j_W54,4,"0.406335,0.279270,0.212457,0.101938"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INEQ8_j_W54,4,"0.384178,0.292267,0.233015,0.090540"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INEQ8_j_W54,4,"0.333055,0.276112,0.259383,0.131449"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INEQ8_j_W54,4,"0.388951,0.253095,0.218182,0.139772"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INEQ8_j_W54,4,"0.399050,0.272128,0.213596,0.115226"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INEQ8_j_W54,4,"0.370380,0.277402,0.241011,0.111208"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INEQ8_j_W54,4,"0.363221,0.253569,0.222032,0.161178"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INEQ8_j_W54,4,"0.426987,0.239518,0.197022,0.136473"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INEQ8_j_W54,4,"0.426611,0.241184,0.189308,0.142897"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INFOCHALa_W45,4,"0.457389,0.231794,0.187712,0.123105"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INFOCHALa_W45,4,"0.404856,0.257342,0.208402,0.129400"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INFOCHALa_W45,4,"0.422421,0.250276,0.196444,0.130860"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INFOCHALa_W45,4,"0.424644,0.259580,0.200588,0.115188"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INFOCHALa_W45,4,"0.373716,0.284308,0.219696,0.122279"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INFOCHALa_W45,4,"0.480678,0.223536,0.167421,0.128366"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INFOCHALa_W45,4,"0.415413,0.246124,0.199317,0.139146"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INFOCHALa_W45,4,"0.418595,0.253891,0.200844,0.126671"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INFOCHALa_W45,4,"0.386684,0.280702,0.211885,0.120729"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,INFOCHALa_W45,4,"0.418907,0.240558,0.188816,0.151718"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INFOCHALa_W45,4,"0.413354,0.252678,0.192228,0.141740"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INFOCHALa_W45,4,"0.369184,0.283063,0.208718,0.139036"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INFOCHALa_W45,4,"0.347865,0.275183,0.217688,0.159264"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INFOCHALa_W45,4,"0.418952,0.246289,0.188837,0.145922"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INFOCHALa_W45,4,"0.419207,0.254262,0.190434,0.136097"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INFOCHALa_W45,4,"0.374851,0.280751,0.208636,0.135762"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INFOCHALa_W45,4,"0.378671,0.246406,0.185997,0.188926"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INFOCHALa_W45,4,"0.480788,0.218408,0.159790,0.141015"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INFOCHALa_W45,4,"0.460475,0.226178,0.157898,0.155450"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INFOCONFUSEa_W45,4,"0.596263,0.184714,0.146121,0.072902"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Moderate,INFOCONFUSEa_W45,4,"0.575439,0.182490,0.163583,0.078488"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Conservative,INFOCONFUSEa_W45,4,"0.533686,0.215628,0.161498,0.089188"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Liberal,INFOCONFUSEa_W45,4,"0.543520,0.216198,0.163194,0.077088"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Moderate,INFOCONFUSEa_W45,4,"0.524148,0.215110,0.179731,0.081011"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Black | Very liberal,INFOCONFUSEa_W45,4,"0.625952,0.177943,0.121346,0.074759"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Conservative,INFOCONFUSEa_W45,4,"0.529499,0.205741,0.170565,0.094195"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Liberal,INFOCONFUSEa_W45,4,"0.541418,0.207111,0.170365,0.081106"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Hispanic | Moderate,INFOCONFUSEa_W45,4,"0.547918,0.199999,0.173762,0.078321"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Conservative,INFOCONFUSEa_W45,4,"0.532398,0.197394,0.158611,0.111597"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Liberal,INFOCONFUSEa_W45,4,"0.527200,0.208074,0.163319,0.101407"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Mixed Race | Moderate,INFOCONFUSEa_W45,4,"0.539508,0.196929,0.164541,0.099022"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Refused | Moderate,INFOCONFUSEa_W45,4,"0.427205,0.226887,0.211482,0.134426"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Conservative,INFOCONFUSEa_W45,4,"0.517004,0.204050,0.162683,0.116264"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Liberal,INFOCONFUSEa_W45,4,"0.517035,0.212191,0.166550,0.104225"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Moderate,INFOCONFUSEa_W45,4,"0.510939,0.206438,0.173838,0.108785"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Refused,INFOCONFUSEa_W45,4,"0.472350,0.198449,0.169743,0.159458"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very conservative,INFOCONFUSEa_W45,4,"0.558585,0.187102,0.139043,0.115270"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: White | Very liberal,INFOCONFUSEa_W45,4,"0.568604,0.177527,0.130900,0.122969"
RACExPOLIDEOLOGY,RACExPOLIDEOLOGY :: Asian | Liberal,INFOCONFUSEc_W45,4,"0.434109,0.245423,0.228760,0.091708"
