ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV33d_W50,4,"0.380053,0.298307,0.206631,0.115008"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV33d_W50,4,"0.359341,0.295586,0.228411,0.116661"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV33d_W50,4,"0.397097,0.299745,0.192024,0.111135"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV33d_W50,4,"0.409456,0.277052,0.198000,0.115492"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV33d_W50,4,"0.369797,0.306573,0.202632,0.120997"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV33d_W50,4,"0.364339,0.279348,0.212517,0.143796"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV33d_W50,4,"0.345453,0.295482,0.216179,0.142886"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV33d_W50,4,"0.371381,0.284748,0.205096,0.138775"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV33d_W50,4,"0.393030,0.289802,0.191548,0.125620"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV34B_W50,3,"0.140512,0.568915,0.290573"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV34B_W50,3,"0.112790,0.614519,0.272691"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV34B_W50,3,"0.104862,0.598740,0.296398"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV34B_W50,3,"0.122125,0.587194,0.290682"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV34B_W50,3,"0.097942,0.614192,0.287866"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV34B_W50,3,"0.113172,0.602315,0.284513"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV34B_W50,3,"0.099617,0.629597,0.270786"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV34B_W50,3,"0.099807,0.611392,0.288801"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV34B_W50,3,"0.110562,0.607107,0.282331"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV34B_W50,3,"0.102021,0.624956,0.273023"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV34B_W50,3,"0.107008,0.578479,0.314513"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV34B_W50,3,"0.124875,0.568463,0.306663"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV34B_W50,3,"0.113460,0.585269,0.301271"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV34B_W50,3,"0.154078,0.517182,0.328741"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV34B_W50,3,"0.165370,0.513371,0.321259"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV34B_W50,3,"0.134450,0.552944,0.312606"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV34B_W50,3,"0.155496,0.517881,0.326623"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV34B_W50,3,"0.121847,0.585858,0.292295"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV34B_W50,3,"0.137271,0.555792,0.306937"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV34B_W50,3,"0.129267,0.527489,0.343244"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV34B_W50,3,"0.161797,0.506218,0.331986"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV34B_W50,3,"0.139252,0.521441,0.339308"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV34B_W50,3,"0.145347,0.519341,0.335312"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV34B_W50,3,"0.131331,0.535913,0.332756"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV35a_W50,2,"0.756358,0.243642"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV35a_W50,2,"0.718594,0.281406"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV35a_W50,2,"0.694303,0.305697"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV35a_W50,2,"0.702530,0.297470"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV35a_W50,2,"0.624294,0.375706"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV35a_W50,2,"0.646014,0.353986"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV35a_W50,2,"0.658418,0.341583"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV35a_W50,2,"0.633410,0.366590"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV35a_W50,2,"0.654895,0.345105"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV35a_W50,2,"0.663669,0.336331"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV35a_W50,2,"0.637031,0.362969"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV35a_W50,2,"0.644225,0.355775"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV35a_W50,2,"0.656658,0.343342"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV35a_W50,2,"0.573678,0.426322"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV35a_W50,2,"0.609524,0.390476"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV35a_W50,2,"0.590779,0.409221"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV35a_W50,2,"0.573678,0.426322"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV35a_W50,2,"0.631594,0.368406"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV35a_W50,2,"0.640636,0.359364"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV35a_W50,2,"0.602062,0.397938"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV35a_W50,2,"0.607663,0.392337"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV35a_W50,2,"0.605799,0.394201"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV35a_W50,2,"0.618780,0.381220"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV35a_W50,2,"0.635222,0.364778"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV35b_W50,2,"0.869715,0.130285"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV35b_W50,2,"0.851953,0.148047"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV35b_W50,2,"0.846958,0.153042"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV35b_W50,2,"0.851953,0.148047"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV35b_W50,2,"0.774583,0.225417"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV35b_W50,2,"0.789234,0.210766"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV35b_W50,2,"0.805632,0.194368"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV35b_W50,2,"0.789234,0.210766"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV35b_W50,2,"0.805632,0.194368"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV35b_W50,2,"0.816406,0.183594"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV35b_W50,2,"0.785309,0.214691"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV35b_W50,2,"0.781331,0.218669"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV35b_W50,2,"0.798187,0.201813"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV35b_W50,2,"0.699254,0.300746"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV35b_W50,2,"0.740174,0.259826"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV35b_W50,2,"0.723310,0.276691"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV35b_W50,2,"0.697609,0.302391"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV35b_W50,2,"0.781331,0.218669"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV35b_W50,2,"0.782663,0.217338"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV35b_W50,2,"0.746139,0.253861"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV35b_W50,2,"0.710628,0.289372"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV35b_W50,2,"0.734120,0.265880"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV35b_W50,2,"0.753467,0.246533"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV35b_W50,2,"0.775945,0.224055"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV36a_W50,2,"0.720172,0.279829"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV36a_W50,2,"0.709019,0.290981"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV36a_W50,2,"0.679179,0.320821"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV36a_W50,2,"0.684264,0.315736"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV36a_W50,2,"0.607663,0.392337"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV36a_W50,2,"0.629775,0.370225"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV36a_W50,2,"0.629775,0.370225"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV36a_W50,2,"0.616936,0.383064"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV36a_W50,2,"0.637031,0.362969"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV36a_W50,2,"0.635222,0.364778"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV36a_W50,2,"0.620622,0.379378"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV36a_W50,2,"0.631594,0.368406"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV36a_W50,2,"0.629775,0.370225"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV36a_W50,2,"0.558327,0.441673"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV36a_W50,2,"0.586996,0.413004"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV36a_W50,2,"0.564098,0.435902"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV36a_W50,2,"0.562177,0.437824"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV36a_W50,2,"0.603932,0.396068"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV36a_W50,2,"0.615088,0.384912"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV36a_W50,2,"0.573678,0.426322"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV36a_W50,2,"0.598312,0.401688"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV36a_W50,2,"0.590779,0.409221"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV36a_W50,2,"0.598312,0.401688"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV36a_W50,2,"0.602062,0.397938"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV36c_W50,2,"0.759225,0.240775"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV36c_W50,2,"0.731059,0.268941"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV36c_W50,2,"0.718594,0.281406"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV36c_W50,2,"0.720172,0.279829"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV36c_W50,2,"0.646014,0.353986"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV36c_W50,2,"0.661923,0.338077"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV36c_W50,2,"0.665411,0.334589"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV36c_W50,2,"0.654895,0.345105"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV36c_W50,2,"0.672332,0.327668"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV36c_W50,2,"0.670608,0.329392"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV36c_W50,2,"0.658418,0.341583"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV36c_W50,2,"0.658418,0.341583"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV36c_W50,2,"0.660172,0.339828"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV36c_W50,2,"0.588889,0.411111"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV36c_W50,2,"0.629775,0.370225"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV36c_W50,2,"0.603932,0.396068"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV36c_W50,2,"0.592667,0.407333"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV36c_W50,2,"0.637031,0.362969"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV36c_W50,2,"0.644225,0.355775"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV36c_W50,2,"0.616936,0.383064"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV36c_W50,2,"0.607663,0.392337"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV36c_W50,2,"0.613237,0.386763"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV36c_W50,2,"0.624294,0.375706"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV36c_W50,2,"0.631594,0.368406"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV37_W50,3,"0.300241,0.204746,0.495013"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV37_W50,3,"0.296045,0.245430,0.458524"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV37_W50,3,"0.233570,0.206125,0.560305"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV37_W50,3,"0.277489,0.235502,0.487009"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV37_W50,3,"0.213951,0.208995,0.577054"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV37_W50,3,"0.266175,0.244255,0.489570"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV37_W50,3,"0.246511,0.219251,0.534238"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV37_W50,3,"0.210439,0.203964,0.585597"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV37_W50,3,"0.255438,0.232579,0.511983"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV37_W50,3,"0.243213,0.212964,0.543823"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV37_W50,3,"0.212541,0.214208,0.573251"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV37_W50,3,"0.265079,0.254924,0.479997"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV37_W50,3,"0.251353,0.228859,0.519788"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV37_W50,3,"0.281520,0.254332,0.464148"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV37_W50,3,"0.269053,0.258745,0.472202"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV37_W50,3,"0.258434,0.262504,0.479062"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV37_W50,3,"0.256122,0.250189,0.493689"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV37_W50,3,"0.262096,0.252055,0.485849"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV37_W50,3,"0.222676,0.217517,0.559807"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV37_W50,3,"0.276721,0.281079,0.442200"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV37_W50,3,"0.256049,0.258057,0.485895"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV37_W50,3,"0.259614,0.247725,0.492661"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV37_W50,3,"0.242807,0.214277,0.542916"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV38b_W50,3,"0.484000,0.235883,0.280118"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV38b_W50,3,"0.429495,0.273003,0.297502"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV38b_W50,3,"0.424196,0.265455,0.310349"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV38b_W50,3,"0.432228,0.268376,0.299396"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV38b_W50,3,"0.408268,0.276248,0.315485"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV38b_W50,3,"0.411369,0.280529,0.308101"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV38b_W50,3,"0.407591,0.282330,0.310079"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV38b_W50,3,"0.397865,0.279933,0.322201"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV38b_W50,3,"0.404807,0.284817,0.310376"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV38b_W50,3,"0.398194,0.286808,0.314997"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV38b_W50,3,"0.397990,0.282217,0.319794"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV38b_W50,3,"0.397373,0.290725,0.311902"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV38b_W50,3,"0.393478,0.287874,0.318648"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV38b_W50,3,"0.376100,0.302205,0.321695"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV38b_W50,3,"0.398275,0.289116,0.312609"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV38b_W50,3,"0.386045,0.291402,0.322553"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV38b_W50,3,"0.355929,0.304442,0.339629"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV38b_W50,3,"0.391905,0.300484,0.307610"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV38b_W50,3,"0.397432,0.293048,0.309520"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV38b_W50,3,"0.375757,0.292639,0.331604"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV38b_W50,3,"0.352585,0.313595,0.333820"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV38b_W50,3,"0.364076,0.301829,0.334095"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV38b_W50,3,"0.377791,0.296532,0.325677"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV38b_W50,3,"0.378565,0.292532,0.328903"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV38c_W50,3,"0.481673,0.246014,0.272313"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV38c_W50,3,"0.432565,0.279285,0.288150"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV38c_W50,3,"0.434326,0.271794,0.293880"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV38c_W50,3,"0.438289,0.274274,0.287437"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV38c_W50,3,"0.411569,0.287321,0.301110"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV38c_W50,3,"0.411606,0.289601,0.298794"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV38c_W50,3,"0.412535,0.287996,0.299469"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV38c_W50,3,"0.402999,0.288011,0.308990"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV38c_W50,3,"0.405905,0.290087,0.304008"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV38c_W50,3,"0.405905,0.290087,0.304008"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV38c_W50,3,"0.395504,0.291626,0.312869"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV38c_W50,3,"0.391876,0.298124,0.310000"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV38c_W50,3,"0.392737,0.294146,0.313117"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV38c_W50,3,"0.370666,0.307293,0.322040"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV38c_W50,3,"0.397476,0.295379,0.307145"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV38c_W50,3,"0.388058,0.295219,0.316724"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV38c_W50,3,"0.356020,0.306908,0.337072"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV38c_W50,3,"0.392853,0.303573,0.303573"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV38c_W50,3,"0.397476,0.295379,0.307145"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV38c_W50,3,"0.378751,0.297285,0.323963"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV38c_W50,3,"0.349885,0.313635,0.336481"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV38c_W50,3,"0.363216,0.303478,0.333306"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV38c_W50,3,"0.375082,0.299041,0.325877"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV38c_W50,3,"0.381471,0.294778,0.323750"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV39_W50,4,"0.318322,0.238412,0.244066,0.199201"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV39_W50,4,"0.279332,0.260366,0.254335,0.205967"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV39_W50,4,"0.275065,0.262468,0.246566,0.215901"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV39_W50,4,"0.282446,0.247318,0.239709,0.230526"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV39_W50,4,"0.260086,0.285648,0.250122,0.204144"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV39_W50,4,"0.267660,0.271875,0.243707,0.216758"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV39_W50,4,"0.275322,0.271053,0.239204,0.214421"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV39_W50,4,"0.254293,0.281477,0.258298,0.205933"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV39_W50,4,"0.263638,0.269890,0.249608,0.216863"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV39_W50,4,"0.270789,0.268682,0.244637,0.215892"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV39_W50,4,"0.260014,0.274629,0.248107,0.217250"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV39_W50,4,"0.269156,0.262921,0.241270,0.226652"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV39_W50,4,"0.279606,0.258594,0.231802,0.229998"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV39_W50,4,"0.264241,0.260144,0.235021,0.240594"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV39_W50,4,"0.283991,0.248671,0.239145,0.228193"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV39_W50,4,"0.264810,0.266887,0.248766,0.219536"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV39_W50,4,"0.252554,0.264674,0.266750,0.216021"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV39_W50,4,"0.268046,0.265960,0.240275,0.225718"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV39_W50,4,"0.283174,0.257833,0.238457,0.220536"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV39_W50,4,"0.267185,0.263042,0.237639,0.232134"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV39_W50,4,"0.272774,0.262324,0.236990,0.227911"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV39_W50,4,"0.264681,0.262621,0.239119,0.233580"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV39_W50,4,"0.274499,0.255861,0.231151,0.238489"
RACExRELIG,RACExRELIG :: White | Roman Catholic,FAMSURV39_W50,4,"0.284347,0.254887,0.223186,0.237580"
RACExRELIG,RACExRELIG :: Asian | Agnostic,FAMSURV3_W50,3,"0.451651,0.300865,0.247484"
RACExRELIG,RACExRELIG :: Asian | Hindu,FAMSURV3_W50,3,"0.424442,0.327983,0.247575"
RACExRELIG,RACExRELIG :: Asian | Nothing in particular,FAMSURV3_W50,3,"0.424980,0.330975,0.244045"
RACExRELIG,RACExRELIG :: Asian | Protestant,FAMSURV3_W50,3,"0.432564,0.309140,0.258296"
RACExRELIG,RACExRELIG :: Black | Nothing in particular,FAMSURV3_W50,3,"0.430633,0.340659,0.228708"
RACExRELIG,RACExRELIG :: Black | Protestant,FAMSURV3_W50,3,"0.428769,0.321133,0.250099"
RACExRELIG,RACExRELIG :: Black | Roman Catholic,FAMSURV3_W50,3,"0.423880,0.332707,0.243414"
RACExRELIG,RACExRELIG :: Hispanic | Nothing in particular,FAMSURV3_W50,3,"0.427949,0.341190,0.230861"
RACExRELIG,RACExRELIG :: Hispanic | Protestant,FAMSURV3_W50,3,"0.426611,0.324549,0.248840"
RACExRELIG,RACExRELIG :: Hispanic | Roman Catholic,FAMSURV3_W50,3,"0.418454,0.333620,0.247926"
RACExRELIG,RACExRELIG :: Mixed Race | Nothing in particular,FAMSURV3_W50,3,"0.426283,0.334594,0.239123"
RACExRELIG,RACExRELIG :: Mixed Race | Protestant,FAMSURV3_W50,3,"0.419016,0.318771,0.262213"
RACExRELIG,RACExRELIG :: Mixed Race | Roman Catholic,FAMSURV3_W50,3,"0.412702,0.329035,0.258263"
RACExRELIG,RACExRELIG :: Refused | Protestant,FAMSURV3_W50,3,"0.402339,0.323289,0.274372"
RACExRELIG,RACExRELIG :: White | Agnostic,FAMSURV3_W50,3,"0.396994,0.321495,0.281511"
RACExRELIG,RACExRELIG :: White | Atheist,FAMSURV3_W50,3,"0.414951,0.310784,0.274266"
RACExRELIG,RACExRELIG :: White | Buddhist,FAMSURV3_W50,3,"0.375349,0.339100,0.285551"
RACExRELIG,RACExRELIG :: White | Jewish,FAMSURV3_W50,3,"0.410810,0.330095,0.259095"
RACExRELIG,RACExRELIG :: White | Mormon,FAMSURV3_W50,3,"0.414825,0.313126,0.272049"
RACExRELIG,RACExRELIG :: White | Nothing in particular,FAMSURV3_W50,3,"0.398428,0.327738,0.273835"
RACExRELIG,RACExRELIG :: White | Orthodox,FAMSURV3_W50,3,"0.378321,0.333867,0.287812"
RACExRELIG,RACExRELIG :: White | Other,FAMSURV3_W50,3,"0.389538,0.325471,0.284992"
RACExRELIG,RACExRELIG :: White | Protestant,FAMSURV3_W50,3,"0.400960,0.314717,0.284323"
