ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,ADMISSIONe_W43,3,"0.451430,0.330273,0.218297"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,INFORESTRICTc_W45,2,"0.774583,0.225417"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,INFORESTRICTc_W45,2,"0.752013,0.247987"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,INFORESTRICTc_W45,2,"0.738669,0.261331"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,INFORESTRICTc_W45,2,"0.700895,0.299105"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,INFORESTRICTc_W45,2,"0.744656,0.255344"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,INFORESTRICTc_W45,2,"0.746139,0.253861"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,INFORESTRICTc_W45,2,"0.731059,0.268941"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,INFORESTRICTc_W45,2,"0.705785,0.294215"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,INFORESTRICTc_W45,2,"0.749087,0.250913"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,INFORESTRICTc_W45,2,"0.756358,0.243642"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,INFORESTRICTc_W45,2,"0.726426,0.273574"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,INFORESTRICTc_W45,2,"0.700895,0.299105"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,INFORESTRICTc_W45,2,"0.746139,0.253861"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,JOBBENEFITS_W41,3,"0.292639,0.375757,0.331604"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,JOBBENEFITS_W41,3,"0.259767,0.344135,0.396097"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,JOBBENEFITS_W41,3,"0.236885,0.375596,0.387519"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,JOBBENEFITS_W41,3,"0.248571,0.419543,0.331886"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,JOBBENEFITS_W41,3,"0.238326,0.428195,0.333479"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,JOBBENEFITS_W41,3,"0.254266,0.375780,0.369954"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,JOBBENEFITS_W41,3,"0.236902,0.378568,0.384530"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,JOBBENEFITS_W41,3,"0.244810,0.443294,0.311896"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,JOBBENEFITS_W41,3,"0.221372,0.443703,0.334925"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,JOBBENEFITS_W41,3,"0.236902,0.384530,0.378568"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,JOBBENEFITS_W41,3,"0.227078,0.398534,0.374388"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,JOBBENEFITS_W41,3,"0.234261,0.448035,0.317704"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,JOBBENEFITS_W41,3,"0.222905,0.439850,0.337245"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,JOBBENEFITS_W41,3,"0.234072,0.388947,0.376980"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,JOBBENEFITS_W41,3,"0.233094,0.445805,0.321101"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,LEAD_W45,2,"0.615088,0.384912"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,LEAD_W45,2,"0.654895,0.345105"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,LEAD_W45,2,"0.569853,0.430147"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,LEAD_W45,2,"0.542863,0.457137"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,LEAD_W45,2,"0.573678,0.426322"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,LEAD_W45,2,"0.615088,0.384912"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,LEAD_W45,2,"0.550607,0.449393"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,LEAD_W45,2,"0.531209,0.468791"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,LEAD_W45,2,"0.569853,0.430147"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,LEAD_W45,2,"0.618780,0.381220"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,LEAD_W45,2,"0.538983,0.461017"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,LEAD_W45,2,"0.515620,0.484380"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,LEAD_W45,2,"0.569853,0.430147"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,LEAD_W45,2,"0.615088,0.384912"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,LEAD_W45,2,"0.535098,0.464902"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,LEAD_W45,2,"0.503906,0.496094"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,LOCALPROBK_W32,3,"0.514289,0.302335,0.183376"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,LOCALPROBK_W32,3,"0.425485,0.333967,0.240548"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,LOCALPROBK_W32,3,"0.393837,0.329063,0.277099"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,LOCALPROBK_W32,3,"0.462920,0.313227,0.223853"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,LOCALPROBK_W32,3,"0.461808,0.330039,0.208153"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,LOCALPROBK_W32,3,"0.406290,0.352991,0.240719"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,LOCALPROBK_W32,3,"0.370701,0.342843,0.286456"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,LOCALPROBK_W32,3,"0.437901,0.333137,0.228962"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,LOCALPROBK_W32,3,"0.443313,0.332026,0.224660"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,LOCALPROBK_W32,3,"0.392891,0.349445,0.257664"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,LOCALPROBK_W32,3,"0.377333,0.335607,0.287060"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,LOCALPROBK_W32,3,"0.435104,0.320825,0.244071"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,LOCALPROBK_W32,3,"0.471014,0.306495,0.222491"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,LOCALPROBK_W32,3,"0.403268,0.334321,0.262411"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,LOCALPROBK_W32,3,"0.385244,0.319379,0.295377"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,LOCALPROBK_W32,3,"0.454821,0.295958,0.249221"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,LOCALPROBM_F2_W32,3,"0.505495,0.311427,0.183078"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,LOCALPROBM_F2_W32,3,"0.422542,0.353047,0.224410"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,LOCALPROBM_F2_W32,3,"0.395713,0.354715,0.249573"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,LOCALPROBM_F2_W32,3,"0.460424,0.336854,0.202722"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,LOCALPROBM_F2_W32,3,"0.438435,0.349551,0.212013"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,LOCALPROBM_F2_W32,3,"0.410057,0.370456,0.219488"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,LOCALPROBM_F2_W32,3,"0.369555,0.372454,0.257991"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,LOCALPROBM_F2_W32,3,"0.432414,0.358484,0.209102"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,LOCALPROBM_F2_W32,3,"0.428271,0.349545,0.222184"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,LOCALPROBM_F2_W32,3,"0.389788,0.371939,0.238273"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,LOCALPROBM_F2_W32,3,"0.384987,0.364498,0.250515"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,LOCALPROBM_F2_W32,3,"0.434592,0.351943,0.213464"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,LOCALPROBM_F2_W32,3,"0.458787,0.322797,0.218415"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,LOCALPROBM_F2_W32,3,"0.404407,0.354111,0.241482"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,LOCALPROBM_F2_W32,3,"0.390996,0.342368,0.266636"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,LOCALPROBM_F2_W32,3,"0.458003,0.322245,0.219752"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MADEUPRESa_W45,2,"0.626124,0.373876"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MADEUPRESa_W45,2,"0.629775,0.370225"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MADEUPRESa_W45,2,"0.590779,0.409221"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MADEUPRESa_W45,2,"0.629775,0.370225"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MADEUPRESa_W45,2,"0.585101,0.414899"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MADEUPRESa_W45,2,"0.607663,0.392337"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MADEUPRESa_W45,2,"0.571767,0.428233"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MADEUPRESa_W45,2,"0.603932,0.396068"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MADEUPRESa_W45,2,"0.581303,0.418697"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MADEUPRESa_W45,2,"0.598312,0.401688"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MADEUPRESa_W45,2,"0.575588,0.424412"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MADEUPRESa_W45,2,"0.607663,0.392337"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MADEUPRESa_W45,2,"0.602062,0.397938"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MADEUPRESa_W45,2,"0.611382,0.388618"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MADEUPRESa_W45,2,"0.590779,0.409221"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MADEUPRESa_W45,2,"0.629775,0.370225"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MADEUPRESe_W45,2,"0.651355,0.348645"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MADEUPRESe_W45,2,"0.642432,0.357568"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MADEUPRESe_W45,2,"0.603932,0.396068"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MADEUPRESe_W45,2,"0.638835,0.361165"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MADEUPRESe_W45,2,"0.605799,0.394201"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MADEUPRESe_W45,2,"0.624294,0.375706"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MADEUPRESe_W45,2,"0.583203,0.416797"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MADEUPRESe_W45,2,"0.616936,0.383064"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MADEUPRESe_W45,2,"0.598312,0.401688"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MADEUPRESe_W45,2,"0.607663,0.392337"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MADEUPRESe_W45,2,"0.588889,0.411111"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MADEUPRESe_W45,2,"0.616936,0.383064"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MADEUPRESe_W45,2,"0.620622,0.379378"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MADEUPRESe_W45,2,"0.620622,0.379378"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MADEUPRESe_W45,2,"0.596433,0.403567"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MADEUPRESe_W45,2,"0.633410,0.366590"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MADEUPSHARE1_W45,2,"0.721743,0.278257"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MADEUPSHARE1_W45,2,"0.747616,0.252384"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MADEUPSHARE1_W45,2,"0.695958,0.304042"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MADEUPSHARE1_W45,2,"0.717012,0.282988"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MADEUPSHARE1_W45,2,"0.667148,0.332852"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MADEUPSHARE1_W45,2,"0.718594,0.281406"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MADEUPSHARE1_W45,2,"0.660172,0.339828"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MADEUPSHARE1_W45,2,"0.675765,0.324235"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MADEUPSHARE1_W45,2,"0.665411,0.334589"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MADEUPSHARE1_W45,2,"0.707405,0.292595"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MADEUPSHARE1_W45,2,"0.674050,0.325950"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MADEUPSHARE1_W45,2,"0.675765,0.324235"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MADEUPSHARE1_W45,2,"0.684264,0.315736"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MADEUPSHARE1_W45,2,"0.715424,0.284576"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MADEUPSHARE1_W45,2,"0.663669,0.336331"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MADEUPSHARE1_W45,2,"0.682574,0.317426"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MADEUPSMCLICK_W45,5,"0.182000,0.204628,0.262748,0.219534,0.131090"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MADEUPSMCLICK_W45,5,"0.144826,0.191863,0.294851,0.240651,0.127809"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MADEUPSMCLICK_W45,5,"0.139956,0.183969,0.284937,0.236221,0.154917"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MADEUPSMCLICK_W45,5,"0.162694,0.185802,0.264078,0.240445,0.146981"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MADEUPSMCLICK_W45,5,"0.147247,0.210922,0.279427,0.233470,0.128934"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MADEUPSMCLICK_W45,5,"0.142716,0.226285,0.290555,0.219323,0.121121"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MADEUPSMCLICK_W45,5,"0.141438,0.215667,0.281283,0.219064,0.142547"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MADEUPSMCLICK_W45,5,"0.162095,0.216426,0.269346,0.219834,0.132298"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MADEUPSMCLICK_W45,5,"0.137017,0.193225,0.287808,0.248106,0.133843"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MADEUPSMCLICK_W45,5,"0.133688,0.194515,0.306015,0.240194,0.125588"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MADEUPSMCLICK_W45,5,"0.132231,0.192395,0.300325,0.232073,0.142976"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MADEUPSMCLICK_W45,5,"0.149651,0.195182,0.288461,0.233603,0.133103"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MADEUPSMCLICK_W45,5,"0.144110,0.180754,0.252920,0.258918,0.163298"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MADEUPSMCLICK_W45,5,"0.136012,0.180187,0.266299,0.262171,0.155331"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MADEUPSMCLICK_W45,5,"0.138963,0.177043,0.253603,0.247728,0.182663"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MADEUPSMCLICK_W45,5,"0.158332,0.175257,0.239548,0.256998,0.169865"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MAN1A_W29,4,"0.286380,0.277569,0.293171,0.142880"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MAN1A_W29,4,"0.243300,0.282233,0.332552,0.141916"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MAN1A_W29,4,"0.237385,0.281902,0.332161,0.148552"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MAN1A_W29,4,"0.289236,0.284752,0.291505,0.134507"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MAN1A_W29,4,"0.254349,0.295050,0.306804,0.143796"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MAN1A_W29,4,"0.248827,0.317013,0.322005,0.112155"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MAN1A_W29,4,"0.236813,0.304074,0.331361,0.127751"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MAN1A_W29,4,"0.286706,0.307591,0.288955,0.116748"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MAN1A_W29,4,"0.247209,0.286767,0.307656,0.158368"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MAN1A_W29,4,"0.236415,0.296530,0.333398,0.133657"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MAN1A_W29,4,"0.239422,0.293346,0.335011,0.132221"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MAN1A_W29,4,"0.281388,0.294892,0.294892,0.128829"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MAN1A_W29,4,"0.255574,0.267840,0.289604,0.186982"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MAN1A_W29,4,"0.243062,0.277585,0.309669,0.169684"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MAN1A_W29,4,"0.242726,0.270780,0.311666,0.174829"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MAN1A_W29,4,"0.293293,0.269141,0.269141,0.168424"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MAN1E_W29,4,"0.385631,0.286577,0.223186,0.104605"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MAN1E_W29,4,"0.357354,0.298580,0.245605,0.098461"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MAN1E_W29,4,"0.335672,0.305633,0.251407,0.107287"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MAN1E_W29,4,"0.395719,0.296380,0.210165,0.097736"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MAN1E_W29,4,"0.350203,0.306648,0.238818,0.104332"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MAN1E_W29,4,"0.344274,0.331085,0.242227,0.082414"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MAN1E_W29,4,"0.320392,0.325438,0.259462,0.094708"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MAN1E_W29,4,"0.377289,0.320201,0.214973,0.087538"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MAN1E_W29,4,"0.342986,0.302684,0.239443,0.114886"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MAN1E_W29,4,"0.341223,0.315579,0.247701,0.095497"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MAN1E_W29,4,"0.327545,0.317467,0.255092,0.099896"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MAN1E_W29,4,"0.377463,0.308077,0.216759,0.097701"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MAN1E_W29,4,"0.352259,0.283048,0.225665,0.139028"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MAN1E_W29,4,"0.340910,0.298511,0.236141,0.124438"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MAN1E_W29,4,"0.324836,0.295767,0.247122,0.132275"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MAN1E_W29,4,"0.381187,0.285496,0.205635,0.127682"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MARRFAM2_W32,2,"0.577495,0.422505"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MARRFAM2_W32,2,"0.577495,0.422505"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MARRFAM2_W32,2,"0.546738,0.453262"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MARRFAM2_W32,2,"0.640636,0.359364"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MARRFAM2_W32,2,"0.562177,0.437824"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MARRFAM2_W32,2,"0.577495,0.422505"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MARRFAM2_W32,2,"0.538983,0.461017"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MARRFAM2_W32,2,"0.640636,0.359364"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MARRFAM2_W32,2,"0.550607,0.449393"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MARRFAM2_W32,2,"0.577495,0.422505"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MARRFAM2_W32,2,"0.546738,0.453262"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MARRFAM2_W32,2,"0.638835,0.361165"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MARRFAM2_W32,2,"0.566019,0.433981"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MARRFAM2_W32,2,"0.581303,0.418697"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MARRFAM2_W32,2,"0.550607,0.449393"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MARRFAM2_W32,2,"0.633410,0.366590"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MASC1F1_W29,3,"0.417999,0.157420,0.424581"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MASC1F1_W29,3,"0.363323,0.140073,0.496604"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MASC1F1_W29,3,"0.319143,0.166868,0.513989"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MASC1F1_W29,3,"0.411064,0.130361,0.458575"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MASC1F1_W29,3,"0.399451,0.178645,0.421904"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MASC1F1_W29,3,"0.361454,0.148341,0.490205"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MASC1F1_W29,3,"0.321707,0.168208,0.510085"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MASC1F1_W29,3,"0.417215,0.138662,0.444123"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MASC1F1_W29,3,"0.382158,0.184800,0.433042"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MASC1F1_W29,3,"0.351937,0.147860,0.500203"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MASC1F1_W29,3,"0.310262,0.166071,0.523667"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MASC1F1_W29,3,"0.381516,0.143680,0.474804"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MASC1F1_W29,3,"0.394395,0.179162,0.426443"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MASC1F1_W29,3,"0.352073,0.151425,0.496502"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MASC1F1_W29,3,"0.316177,0.174610,0.509213"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MASC1F1_W29,3,"0.381516,0.143680,0.474804"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MASC2_W29,4,"0.307909,0.271728,0.237933,0.182430"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,MASC2_W29,4,"0.254553,0.283974,0.275237,0.186235"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Other,MASC2_W29,4,"0.236100,0.287024,0.271749,0.205127"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Republican,MASC2_W29,4,"0.293438,0.271386,0.230322,0.204853"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Democrat,MASC2_W29,4,"0.252589,0.288465,0.266787,0.192159"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Independent,MASC2_W29,4,"0.237935,0.312760,0.273862,0.175443"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Other,MASC2_W29,4,"0.218912,0.301564,0.283293,0.196231"
AGExPOLPARTY,AGExPOLPARTY :: 30-49 | Republican,MASC2_W29,4,"0.270832,0.292840,0.242773,0.193555"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Democrat,MASC2_W29,4,"0.241867,0.287224,0.265639,0.205270"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Independent,MASC2_W29,4,"0.224861,0.295574,0.288727,0.190837"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Other,MASC2_W29,4,"0.219847,0.300496,0.277913,0.201743"
AGExPOLPARTY,AGExPOLPARTY :: 50-64 | Republican,MASC2_W29,4,"0.267493,0.289229,0.239779,0.203498"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Democrat,MASC2_W29,4,"0.256673,0.260715,0.250727,0.231885"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Independent,MASC2_W29,4,"0.238421,0.263908,0.270167,0.227503"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Other,MASC2_W29,4,"0.233961,0.263050,0.267192,0.235796"
AGExPOLPARTY,AGExPOLPARTY :: 65+ | Republican,MASC2_W29,4,"0.289669,0.245839,0.218654,0.245839"
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Democrat,MED1_W34,2,"0.702530,0.297470"
