ty,gk,qk,n_opt,mouth_pred
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,ABORTIONRESTR_W32,2,"0.594551,0.405449"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,INSTN_BNKS_W92,2,"0.533154,0.466846"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,INSTN_BNKS_W92,2,"0.511717,0.488283"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,INSTN_BNKS_W92,2,"0.478529,0.521471"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,INSTN_BNKS_W92,2,"0.468791,0.531209"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,INSTN_BNKS_W92,2,"0.437824,0.562177"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,INSTN_BNKS_W92,2,"0.464902,0.535098"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,INSTN_BNKS_W92,2,"0.439747,0.560253"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,INSTN_BNKS_W92,2,"0.435902,0.564098"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,INSTN_BNKS_W92,2,"0.437824,0.562177"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,INSTN_BNKS_W92,2,"0.461017,0.538983"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,INSTN_BNKS_W92,2,"0.443600,0.556400"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,INSTN_BNKS_W92,2,"0.439747,0.560253"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,INSTN_BNKS_W92,2,"0.466846,0.533154"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,INSTN_BNKS_W92,2,"0.480479,0.519521"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,INSTN_BNKS_W92,2,"0.461017,0.538983"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,INSTN_BNKS_W92,2,"0.468791,0.531209"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,INSTN_BNKS_W92,2,"0.501953,0.498047"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,INSTN_BNKS_W92,2,"0.457137,0.542863"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,INSTN_BNKS_W92,2,"0.482429,0.517571"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,INSTN_BNKS_W92,2,"0.461017,0.538983"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,INSTN_BNKS_W92,2,"0.468791,0.531209"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,INSTN_BNKS_W92,2,"0.461017,0.538983"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,INSTN_CHR_W92,2,"0.635222,0.364778"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,INSTN_CHR_W92,2,"0.624294,0.375706"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,INSTN_CHR_W92,2,"0.577495,0.422505"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,INSTN_CHR_W92,2,"0.600188,0.399812"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,INSTN_CHR_W92,2,"0.562177,0.437824"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,INSTN_CHR_W92,2,"0.564098,0.435902"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,INSTN_CHR_W92,2,"0.529263,0.470737"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,INSTN_CHR_W92,2,"0.548674,0.451327"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,INSTN_CHR_W92,2,"0.564098,0.435902"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,INSTN_CHR_W92,2,"0.575588,0.424412"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,INSTN_CHR_W92,2,"0.538983,0.461017"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,INSTN_CHR_W92,2,"0.552540,0.447460"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,INSTN_CHR_W92,2,"0.569853,0.430147"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,INSTN_CHR_W92,2,"0.577495,0.422505"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,INSTN_CHR_W92,2,"0.540924,0.459076"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,INSTN_CHR_W92,2,"0.556400,0.443600"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,INSTN_CHR_W92,2,"0.562177,0.437824"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,INSTN_CHR_W92,2,"0.556400,0.443600"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,INSTN_CHR_W92,2,"0.567937,0.432063"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,INSTN_CHR_W92,2,"0.533154,0.466846"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,INSTN_CHR_W92,2,"0.531209,0.468791"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,INSTN_CHR_W92,2,"0.554470,0.445530"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,INSTN_K12_W92,2,"0.583203,0.416797"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,INSTN_K12_W92,2,"0.564098,0.435902"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,INSTN_K12_W92,2,"0.531209,0.468791"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,INSTN_K12_W92,2,"0.531209,0.468791"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,INSTN_K12_W92,2,"0.505859,0.494141"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,INSTN_K12_W92,2,"0.511717,0.488283"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,INSTN_K12_W92,2,"0.486332,0.513668"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,INSTN_K12_W92,2,"0.490236,0.509764"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,INSTN_K12_W92,2,"0.511717,0.488283"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,INSTN_K12_W92,2,"0.515620,0.484380"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,INSTN_K12_W92,2,"0.492188,0.507812"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,INSTN_K12_W92,2,"0.494141,0.505859"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,INSTN_K12_W92,2,"0.525369,0.474631"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,INSTN_K12_W92,2,"0.527317,0.472683"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,INSTN_K12_W92,2,"0.501953,0.498047"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,INSTN_K12_W92,2,"0.509764,0.490236"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,INSTN_K12_W92,2,"0.529263,0.470737"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,INSTN_K12_W92,2,"0.513668,0.486332"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,INSTN_K12_W92,2,"0.517571,0.482429"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,INSTN_K12_W92,2,"0.494141,0.505859"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,INSTN_K12_W92,2,"0.494141,0.505859"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,INSTN_K12_W92,2,"0.501953,0.498047"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,INSTN_MSCENT_W92,2,"0.542863,0.457137"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,INSTN_MSCENT_W92,2,"0.531209,0.468791"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,INSTN_MSCENT_W92,2,"0.496094,0.503906"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,INSTN_MSCENT_W92,2,"0.484380,0.515620"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,INSTN_MSCENT_W92,2,"0.457137,0.542863"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,INSTN_MSCENT_W92,2,"0.478529,0.521471"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,INSTN_MSCENT_W92,2,"0.461017,0.538983"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,INSTN_MSCENT_W92,2,"0.455199,0.544801"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,INSTN_MSCENT_W92,2,"0.459076,0.540924"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,INSTN_MSCENT_W92,2,"0.478529,0.521471"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,INSTN_MSCENT_W92,2,"0.457137,0.542863"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,INSTN_MSCENT_W92,2,"0.453262,0.546738"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,INSTN_MSCENT_W92,2,"0.480479,0.519521"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,INSTN_MSCENT_W92,2,"0.496094,0.503906"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,INSTN_MSCENT_W92,2,"0.476580,0.523420"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,INSTN_MSCENT_W92,2,"0.478529,0.521471"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,INSTN_MSCENT_W92,2,"0.513668,0.486332"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,INSTN_MSCENT_W92,2,"0.468791,0.531209"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,INSTN_MSCENT_W92,2,"0.492188,0.507812"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,INSTN_MSCENT_W92,2,"0.468791,0.531209"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,INSTN_MSCENT_W92,2,"0.476580,0.523420"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,INSTN_MSCENT_W92,2,"0.464902,0.535098"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,LEGALIMMIGAMT_W92,5,"0.193403,0.137143,0.350207,0.210758,0.108489"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,LEGALIMMIGAMT_W92,5,"0.164837,0.136655,0.404800,0.201962,0.091746"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Other,LEGALIMMIGAMT_W92,5,"0.161564,0.134992,0.387571,0.212372,0.103502"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,LEGALIMMIGAMT_W92,5,"0.188180,0.120552,0.312689,0.253224,0.125355"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,LEGALIMMIGAMT_W92,5,"0.160955,0.139840,0.368430,0.225217,0.105557"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,LEGALIMMIGAMT_W92,5,"0.166398,0.155100,0.389921,0.191523,0.097059"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,LEGALIMMIGAMT_W92,5,"0.161036,0.148934,0.383299,0.203568,0.103163"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,LEGALIMMIGAMT_W92,5,"0.196598,0.137248,0.292832,0.237143,0.136180"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,LEGALIMMIGAMT_W92,5,"0.159851,0.141068,0.365903,0.230772,0.102405"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,LEGALIMMIGAMT_W92,5,"0.157385,0.142185,0.411427,0.202086,0.086916"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,LEGALIMMIGAMT_W92,5,"0.157155,0.141977,0.407628,0.198662,0.094577"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,LEGALIMMIGAMT_W92,5,"0.188677,0.133792,0.308656,0.244167,0.124708"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,LEGALIMMIGAMT_W92,5,"0.170992,0.133169,0.350853,0.233719,0.111267"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,LEGALIMMIGAMT_W92,5,"0.159745,0.138789,0.398474,0.208347,0.094646"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,LEGALIMMIGAMT_W92,5,"0.156625,0.136078,0.393756,0.212415,0.101125"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,LEGALIMMIGAMT_W92,5,"0.193296,0.131817,0.299383,0.240561,0.134943"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,LEGALIMMIGAMT_W92,5,"0.179089,0.155596,0.358955,0.195161,0.111199"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,LEGALIMMIGAMT_W92,5,"0.184989,0.140732,0.324666,0.233848,0.115763"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,LEGALIMMIGAMT_W92,5,"0.183672,0.149909,0.362434,0.204901,0.099084"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,LEGALIMMIGAMT_W92,5,"0.181277,0.151463,0.349421,0.207025,0.110813"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,LEGALIMMIGAMT_W92,5,"0.186276,0.149677,0.337302,0.204584,0.122163"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,LEGALIMMIGAMT_W92,5,"0.215041,0.133522,0.267623,0.232515,0.151300"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,LOCALPROBD_W32,3,"0.381666,0.301922,0.316412"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,LOCALPROBD_W32,3,"0.328521,0.313477,0.358002"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,LOCALPROBD_W32,3,"0.304494,0.345036,0.350470"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,LOCALPROBD_W32,3,"0.301143,0.341240,0.357617"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,LOCALPROBD_W32,3,"0.285688,0.344605,0.369707"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,LOCALPROBD_W32,3,"0.296132,0.338194,0.365674"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,LOCALPROBD_W32,3,"0.278392,0.341092,0.380516"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,LOCALPROBD_W32,3,"0.277355,0.334555,0.388090"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,LOCALPROBD_W32,3,"0.294259,0.330845,0.374896"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,LOCALPROBD_W32,3,"0.312730,0.332900,0.354370"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,LOCALPROBD_W32,3,"0.291201,0.337799,0.371000"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,LOCALPROBD_W32,3,"0.295285,0.337226,0.367488"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,LOCALPROBD_W32,3,"0.316454,0.316454,0.367093"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,LOCALPROBD_W32,3,"0.296062,0.335482,0.368455"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,LOCALPROBD_W32,3,"0.281344,0.334104,0.384552"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,LOCALPROBD_W32,3,"0.278802,0.331085,0.390113"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,LOCALPROBD_W32,3,"0.286437,0.322050,0.391513"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,LOCALPROBD_W32,3,"0.292867,0.319148,0.387985"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,LOCALPROBG_W32,3,"0.483010,0.297574,0.219417"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,LOCALPROBG_W32,3,"0.401322,0.325000,0.273678"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,LOCALPROBG_W32,3,"0.388265,0.359086,0.252649"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,LOCALPROBG_W32,3,"0.358102,0.369469,0.272429"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,LOCALPROBG_W32,3,"0.324683,0.367914,0.307403"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,LOCALPROBG_W32,3,"0.360654,0.360654,0.278692"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,LOCALPROBG_W32,3,"0.320551,0.380663,0.298786"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,LOCALPROBG_W32,3,"0.311406,0.369804,0.318791"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,LOCALPROBG_W32,3,"0.343802,0.357498,0.298700"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,LOCALPROBG_W32,3,"0.381735,0.347574,0.270691"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,LOCALPROBG_W32,3,"0.342485,0.364573,0.292943"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,LOCALPROBG_W32,3,"0.345402,0.359161,0.295438"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,LOCALPROBG_W32,3,"0.364933,0.334881,0.300186"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,LOCALPROBG_W32,3,"0.358853,0.350540,0.290608"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,LOCALPROBG_W32,3,"0.326907,0.356243,0.316849"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,LOCALPROBG_W32,3,"0.309460,0.350664,0.339876"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,LOCALPROBG_W32,3,"0.318702,0.347302,0.333997"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,LOCALPROBG_W32,3,"0.341052,0.341052,0.317896"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,LOCALPROBH_W32,3,"0.470366,0.310893,0.218741"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,LOCALPROBH_W32,3,"0.407253,0.329804,0.262943"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,LOCALPROBH_W32,3,"0.376113,0.367400,0.256487"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,LOCALPROBH_W32,3,"0.366358,0.363507,0.270135"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,LOCALPROBH_W32,3,"0.332008,0.370382,0.297610"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,LOCALPROBH_W32,3,"0.358102,0.369469,0.272429"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,LOCALPROBH_W32,3,"0.337854,0.379859,0.282287"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,LOCALPROBH_W32,3,"0.326637,0.375957,0.297406"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,LOCALPROBH_W32,3,"0.354257,0.365502,0.280240"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,LOCALPROBH_W32,3,"0.370254,0.358862,0.270884"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,LOCALPROBH_W32,3,"0.348143,0.367712,0.284146"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,LOCALPROBH_W32,3,"0.350139,0.364087,0.285775"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,LOCALPROBH_W32,3,"0.371842,0.338566,0.289591"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,LOCALPROBH_W32,3,"0.350139,0.364087,0.285775"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,LOCALPROBH_W32,3,"0.335835,0.363124,0.301041"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,LOCALPROBH_W32,3,"0.315782,0.363463,0.320755"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,LOCALPROBH_W32,3,"0.321864,0.356271,0.321864"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,LOCALPROBH_W32,3,"0.347487,0.352960,0.299553"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,LOCALPROBI_W32,3,"0.475140,0.285944,0.238915"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,LOCALPROBI_W32,3,"0.405787,0.308706,0.285507"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,LOCALPROBI_W32,3,"0.371160,0.348673,0.280167"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,LOCALPROBI_W32,3,"0.363441,0.346798,0.289761"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,LOCALPROBI_W32,3,"0.332085,0.353503,0.314412"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,LOCALPROBI_W32,3,"0.353784,0.348299,0.297916"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,LOCALPROBI_W32,3,"0.334393,0.358751,0.306856"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,LOCALPROBI_W32,3,"0.327903,0.351789,0.320308"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,LOCALPROBI_W32,3,"0.344421,0.344421,0.311158"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,LOCALPROBI_W32,3,"0.374653,0.335837,0.289510"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,LOCALPROBI_W32,3,"0.352132,0.346673,0.301195"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,LOCALPROBI_W32,3,"0.354140,0.340573,0.305287"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,LOCALPROBI_W32,3,"0.374354,0.317710,0.307935"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,LOCALPROBI_W32,3,"0.354140,0.340573,0.305287"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,LOCALPROBI_W32,3,"0.334902,0.345533,0.319566"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,LOCALPROBI_W32,3,"0.322131,0.342906,0.334963"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,LOCALPROBI_W32,3,"0.329870,0.335065,0.335065"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,LOCALPROBI_W32,3,"0.346463,0.330598,0.322939"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,LOCALPROBJ_W32,3,"0.433907,0.302916,0.263178"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,LOCALPROBJ_W32,3,"0.384354,0.318641,0.297006"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,LOCALPROBJ_W32,3,"0.358678,0.353117,0.288206"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,LOCALPROBJ_W32,3,"0.349109,0.354606,0.296285"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,LOCALPROBJ_W32,3,"0.325996,0.358037,0.315967"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,LOCALPROBJ_W32,3,"0.344906,0.353085,0.302009"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,LOCALPROBJ_W32,3,"0.326545,0.364288,0.309167"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,LOCALPROBJ_W32,3,"0.322573,0.359856,0.317572"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,LOCALPROBJ_W32,3,"0.345036,0.350470,0.304494"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,LOCALPROBJ_W32,3,"0.359294,0.342841,0.297865"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,LOCALPROBJ_W32,3,"0.338943,0.352445,0.308611"
RACExPOLPARTY,RACExPOLPARTY :: Other | Independent,LOCALPROBJ_W32,3,"0.341733,0.347115,0.311152"
RACExPOLPARTY,RACExPOLPARTY :: Other | Republican,LOCALPROBJ_W32,3,"0.359750,0.330125,0.310124"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,LOCALPROBJ_W32,3,"0.341631,0.349732,0.308637"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,LOCALPROBJ_W32,3,"0.327001,0.353573,0.319426"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,LOCALPROBJ_W32,3,"0.315227,0.354419,0.330355"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,LOCALPROBJ_W32,3,"0.321233,0.347336,0.331430"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,LOCALPROBJ_W32,3,"0.340984,0.343658,0.315358"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,LWPSP_W50,2,"0.573678,0.426322"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,LWPSP_W50,2,"0.569853,0.430147"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,LWPSP_W50,2,"0.554470,0.445530"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,LWPSP_W50,2,"0.496094,0.503906"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,LWPSP_W50,2,"0.529263,0.470737"
RACExPOLPARTY,RACExPOLPARTY :: Black | Other,LWPSP_W50,2,"0.500000,0.500000"
RACExPOLPARTY,RACExPOLPARTY :: Black | Republican,LWPSP_W50,2,"0.513668,0.486332"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Democrat,LWPSP_W50,2,"0.501953,0.498047"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Independent,LWPSP_W50,2,"0.531209,0.468791"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Other,LWPSP_W50,2,"0.509764,0.490236"
RACExPOLPARTY,RACExPOLPARTY :: Hispanic | Republican,LWPSP_W50,2,"0.519521,0.480479"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Democrat,LWPSP_W50,2,"0.500000,0.500000"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Independent,LWPSP_W50,2,"0.519521,0.480479"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Other,LWPSP_W50,2,"0.490236,0.509764"
RACExPOLPARTY,RACExPOLPARTY :: Mixed Race | Republican,LWPSP_W50,2,"0.513668,0.486332"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Democrat,LWPSP_W50,2,"0.488283,0.511717"
RACExPOLPARTY,RACExPOLPARTY :: Refused | Independent,LWPSP_W50,2,"0.503906,0.496094"
RACExPOLPARTY,RACExPOLPARTY :: White | Democrat,LWPSP_W50,2,"0.494141,0.505859"
RACExPOLPARTY,RACExPOLPARTY :: White | Independent,LWPSP_W50,2,"0.509764,0.490236"
RACExPOLPARTY,RACExPOLPARTY :: White | Other,LWPSP_W50,2,"0.488283,0.511717"
RACExPOLPARTY,RACExPOLPARTY :: White | Refused,LWPSP_W50,2,"0.476580,0.523420"
RACExPOLPARTY,RACExPOLPARTY :: White | Republican,LWPSP_W50,2,"0.503906,0.496094"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Democrat,MADEUPDIS_W45,4,"0.316931,0.271085,0.266882,0.145101"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Independent,MADEUPDIS_W45,4,"0.278463,0.280647,0.278463,0.162426"
RACExPOLPARTY,RACExPOLPARTY :: Asian | Republican,MADEUPDIS_W45,4,"0.280382,0.271756,0.269641,0.178222"
RACExPOLPARTY,RACExPOLPARTY :: Black | Democrat,MADEUPDIS_W45,4,"0.259002,0.302804,0.273561,0.164632"
RACExPOLPARTY,RACExPOLPARTY :: Black | Independent,MADEUPDIS_W45,4,"0.256352,0.321537,0.277182,0.144928"
