ty,gk,qk,n_opt,mouth_pred
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,ADMISSIONa_W43,3,"0.338125,0.310281,0.351594"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFOCONFUSEa_W45,4,"0.562510,0.184053,0.152585,0.100852"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFOCONFUSEa_W45,4,"0.508661,0.199194,0.170380,0.121765"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFOCONFUSEa_W45,4,"0.468466,0.206263,0.203065,0.122207"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFOCONFUSEa_W45,4,"0.580648,0.161240,0.129560,0.128552"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INFOCREATEb_W45,4,"0.582349,0.221035,0.139405,0.057212"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INFOCREATEb_W45,4,"0.585144,0.234580,0.132619,0.047658"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INFOCREATEb_W45,4,"0.527339,0.255005,0.163362,0.054294"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INFOCREATEb_W45,4,"0.500341,0.301111,0.153792,0.044756"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INFOCREATEb_W45,4,"0.523439,0.300586,0.141987,0.033989"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INFOCREATEb_W45,4,"0.470797,0.318557,0.169185,0.041460"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INFOCREATEb_W45,4,"0.496192,0.280522,0.156134,0.067152"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INFOCREATEb_W45,4,"0.614491,0.242526,0.104309,0.038674"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INFOCREATEb_W45,4,"0.463308,0.325978,0.165198,0.045517"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INFOCREATEb_W45,4,"0.485069,0.341289,0.144511,0.029131"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INFOCREATEb_W45,4,"0.429363,0.367253,0.170789,0.032596"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INFOCREATEb_W45,4,"0.500334,0.313101,0.140027,0.046538"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INFOCREATEb_W45,4,"0.476997,0.307972,0.163563,0.051467"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INFOCREATEb_W45,4,"0.506177,0.311846,0.145022,0.036955"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INFOCREATEb_W45,4,"0.506534,0.295458,0.146263,0.051746"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INFOCREATEb_W45,4,"0.493896,0.290346,0.160344,0.055414"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INFOCREATEb_W45,4,"0.440255,0.304956,0.189351,0.065438"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INFOCREATEb_W45,4,"0.560101,0.256433,0.122080,0.061386"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFOCREATEb_W45,4,"0.536172,0.275998,0.139869,0.047961"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFOCREATEb_W45,4,"0.484265,0.289168,0.167358,0.059209"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFOCREATEb_W45,4,"0.435973,0.299639,0.198050,0.066338"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFOCREATEb_W45,4,"0.592246,0.233746,0.113032,0.060976"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INFOCREATEe_W45,4,"0.495566,0.251141,0.176700,0.076594"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INFOCREATEe_W45,4,"0.468999,0.282249,0.182234,0.066518"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INFOCREATEe_W45,4,"0.425633,0.292533,0.210704,0.071130"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INFOCREATEe_W45,4,"0.421733,0.336235,0.187143,0.054889"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INFOCREATEe_W45,4,"0.427873,0.346502,0.182594,0.043032"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INFOCREATEe_W45,4,"0.383092,0.354302,0.211564,0.051042"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INFOCREATEe_W45,4,"0.410295,0.309707,0.195330,0.084669"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INFOCREATEe_W45,4,"0.500212,0.305773,0.143313,0.050702"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INFOCREATEe_W45,4,"0.387469,0.352794,0.202593,0.057144"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INFOCREATEe_W45,4,"0.383741,0.380755,0.195996,0.039509"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INFOCREATEe_W45,4,"0.345762,0.394873,0.218069,0.041295"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INFOCREATEe_W45,4,"0.414440,0.348993,0.176861,0.059706"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INFOCREATEe_W45,4,"0.405038,0.338422,0.195864,0.060676"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INFOCREATEe_W45,4,"0.409658,0.353147,0.190509,0.046686"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INFOCREATEe_W45,4,"0.417691,0.327850,0.186803,0.067656"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INFOCREATEe_W45,4,"0.396319,0.320949,0.208845,0.073887"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INFOCREATEe_W45,4,"0.361136,0.323721,0.231353,0.083790"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INFOCREATEe_W45,4,"0.452875,0.299332,0.164020,0.083773"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFOCREATEe_W45,4,"0.438379,0.313295,0.184177,0.064149"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFOCREATEe_W45,4,"0.396074,0.313320,0.212003,0.078603"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFOCREATEe_W45,4,"0.365481,0.315064,0.235972,0.083484"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFOCREATEe_W45,4,"0.482739,0.277213,0.155503,0.084545"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INFOOWNd_W45,2,"0.661923,0.338077"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INFOOWNd_W45,2,"0.633410,0.366590"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INFOOWNd_W45,2,"0.607663,0.392337"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INFOOWNd_W45,2,"0.602062,0.397938"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INFOOWNd_W45,2,"0.600188,0.399812"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INFOOWNd_W45,2,"0.585101,0.414899"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INFOOWNd_W45,2,"0.596433,0.403567"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INFOOWNd_W45,2,"0.588889,0.411111"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INFOOWNd_W45,2,"0.585101,0.414899"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INFOOWNd_W45,2,"0.602062,0.397938"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INFOOWNd_W45,2,"0.573678,0.426322"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INFOOWNd_W45,2,"0.567937,0.432063"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INFOOWNd_W45,2,"0.569853,0.430147"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INFOOWNd_W45,2,"0.588889,0.411111"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INFOOWNd_W45,2,"0.577495,0.422505"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INFOOWNd_W45,2,"0.585101,0.414899"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INFOOWNd_W45,2,"0.566019,0.433981"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INFOOWNd_W45,2,"0.583203,0.416797"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFOOWNd_W45,2,"0.602062,0.397938"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFOOWNd_W45,2,"0.596433,0.403567"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFOOWNd_W45,2,"0.571767,0.428233"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFOOWNd_W45,2,"0.603932,0.396068"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INFOOWNe_W45,2,"0.773216,0.226784"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INFOOWNe_W45,2,"0.717012,0.282988"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INFOOWNe_W45,2,"0.682574,0.317426"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INFOOWNe_W45,2,"0.670608,0.329392"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INFOOWNe_W45,2,"0.667148,0.332852"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INFOOWNe_W45,2,"0.644225,0.355775"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INFOOWNe_W45,2,"0.680879,0.319121"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INFOOWNe_W45,2,"0.667148,0.332852"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INFOOWNe_W45,2,"0.649579,0.350421"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INFOOWNe_W45,2,"0.665411,0.334589"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INFOOWNe_W45,2,"0.637031,0.362969"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INFOOWNe_W45,2,"0.622459,0.377541"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INFOOWNe_W45,2,"0.622459,0.377541"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INFOOWNe_W45,2,"0.638835,0.361165"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INFOOWNe_W45,2,"0.647798,0.352202"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INFOOWNe_W45,2,"0.644225,0.355775"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INFOOWNe_W45,2,"0.620622,0.379378"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INFOOWNe_W45,2,"0.649579,0.350421"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFOOWNe_W45,2,"0.677474,0.322526"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFOOWNe_W45,2,"0.647798,0.352202"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFOOWNe_W45,2,"0.616936,0.383064"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFOOWNe_W45,2,"0.674050,0.325950"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INFORESTRICTa_W45,2,"0.731059,0.268941"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INFORESTRICTa_W45,2,"0.705785,0.294215"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INFORESTRICTa_W45,2,"0.661923,0.338077"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INFORESTRICTa_W45,2,"0.658418,0.341583"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INFORESTRICTa_W45,2,"0.684264,0.315736"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INFORESTRICTa_W45,2,"0.633410,0.366590"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INFORESTRICTa_W45,2,"0.677474,0.322526"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INFORESTRICTa_W45,2,"0.679179,0.320821"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INFORESTRICTa_W45,2,"0.626124,0.373876"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INFORESTRICTa_W45,2,"0.679179,0.320821"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INFORESTRICTa_W45,2,"0.633410,0.366590"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INFORESTRICTa_W45,2,"0.618780,0.381220"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INFORESTRICTa_W45,2,"0.611382,0.388618"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INFORESTRICTa_W45,2,"0.660172,0.339828"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INFORESTRICTa_W45,2,"0.644225,0.355775"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INFORESTRICTa_W45,2,"0.654895,0.345105"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INFORESTRICTa_W45,2,"0.615088,0.384912"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INFORESTRICTa_W45,2,"0.642432,0.357568"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFORESTRICTa_W45,2,"0.644225,0.355775"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFORESTRICTa_W45,2,"0.644225,0.355775"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFORESTRICTa_W45,2,"0.603932,0.396068"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFORESTRICTa_W45,2,"0.640636,0.359364"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INFORESTRICTd_W45,2,"0.861538,0.138462"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INFORESTRICTd_W45,2,"0.847968,0.152032"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INFORESTRICTd_W45,2,"0.803174,0.196826"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INFORESTRICTd_W45,2,"0.798187,0.201813"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INFORESTRICTd_W45,2,"0.816406,0.183594"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INFORESTRICTd_W45,2,"0.770465,0.229535"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INFORESTRICTd_W45,2,"0.825590,0.174410"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INFORESTRICTd_W45,2,"0.836555,0.163445"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INFORESTRICTd_W45,2,"0.760651,0.239349"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INFORESTRICTd_W45,2,"0.827828,0.172172"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INFORESTRICTd_W45,2,"0.771843,0.228156"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INFORESTRICTd_W45,2,"0.752013,0.247987"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INFORESTRICTd_W45,2,"0.726426,0.273574"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INFORESTRICTd_W45,2,"0.793106,0.206894"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INFORESTRICTd_W45,2,"0.800692,0.199308"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INFORESTRICTd_W45,2,"0.808067,0.191933"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INFORESTRICTd_W45,2,"0.757794,0.242206"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INFORESTRICTd_W45,2,"0.809276,0.190724"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFORESTRICTd_W45,2,"0.823328,0.176672"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFORESTRICTd_W45,2,"0.796925,0.203075"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFORESTRICTd_W45,2,"0.750553,0.249447"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFORESTRICTd_W45,2,"0.833325,0.166675"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INFOWHYd_W45,3,"0.472156,0.256707,0.271137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INFOWHYd_W45,3,"0.457303,0.256524,0.286173"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INFOWHYd_W45,3,"0.420525,0.269399,0.310076"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INFOWHYd_W45,3,"0.425670,0.299496,0.274833"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INFOWHYd_W45,3,"0.435382,0.290027,0.274592"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INFOWHYd_W45,3,"0.402201,0.301235,0.296564"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INFOWHYd_W45,3,"0.414460,0.296201,0.289339"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INFOWHYd_W45,3,"0.453730,0.266734,0.279535"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INFOWHYd_W45,3,"0.406691,0.309394,0.283916"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INFOWHYd_W45,3,"0.417737,0.310436,0.271827"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INFOWHYd_W45,3,"0.387017,0.320848,0.292135"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INFOWHYd_W45,3,"0.421098,0.293974,0.284929"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INFOWHYd_W45,3,"0.398391,0.307853,0.293755"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INFOWHYd_W45,3,"0.413410,0.302457,0.284132"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INFOWHYd_W45,3,"0.402735,0.316110,0.281154"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INFOWHYd_W45,3,"0.402025,0.310661,0.287314"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INFOWHYd_W45,3,"0.373424,0.319406,0.307170"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INFOWHYd_W45,3,"0.426844,0.288817,0.284339"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INFOWHYd_W45,3,"0.405853,0.306354,0.287793"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INFOWHYd_W45,3,"0.388116,0.314306,0.297579"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INFOWHYd_W45,3,"0.358962,0.321771,0.319267"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INFOWHYd_W45,3,"0.420174,0.288781,0.291046"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INSTN_CHR_W92,2,"0.600188,0.399812"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INSTN_CHR_W92,2,"0.569853,0.430147"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INSTN_CHR_W92,2,"0.529263,0.470737"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INSTN_CHR_W92,2,"0.515620,0.484380"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INSTN_CHR_W92,2,"0.535098,0.464902"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INSTN_CHR_W92,2,"0.533154,0.466846"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INSTN_CHR_W92,2,"0.505859,0.494141"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,INSTN_CHR_W92,2,"0.548674,0.451327"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INSTN_CHR_W92,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,INSTN_CHR_W92,2,"0.552540,0.447460"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,INSTN_CHR_W92,2,"0.511717,0.488283"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,INSTN_CHR_W92,2,"0.558327,0.441673"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INSTN_CHR_W92,2,"0.521471,0.478529"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INSTN_CHR_W92,2,"0.544801,0.455199"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INSTN_CHR_W92,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INSTN_CHR_W92,2,"0.496094,0.503906"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INSTN_CHR_W92,2,"0.509764,0.490236"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INSTN_CHR_W92,2,"0.525369,0.474631"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INSTN_CHR_W92,2,"0.531209,0.468791"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,INSTN_CHR_W92,2,"0.488283,0.511717"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INSTN_CHR_W92,2,"0.513668,0.486332"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INSTN_CHR_W92,2,"0.544801,0.455199"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INSTN_CHR_W92,2,"0.513668,0.486332"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,INSTN_CHR_W92,2,"0.523420,0.476580"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Republican,INSTN_CHR_W92,2,"0.509764,0.490236"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,INSTN_CHR_W92,2,"0.501953,0.498047"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INSTN_CHR_W92,2,"0.527317,0.472683"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,INSTN_CHR_W92,2,"0.507812,0.492188"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Republican,INSTN_CHR_W92,2,"0.511717,0.488283"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Democrat,INSTN_CLGS_W92,2,"0.583203,0.416797"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Independent,INSTN_CLGS_W92,2,"0.567937,0.432063"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INSTN_CLGS_W92,2,"0.529263,0.470737"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INSTN_CLGS_W92,2,"0.517571,0.482429"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Democrat,INSTN_CLGS_W92,2,"0.537041,0.462959"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INSTN_CLGS_W92,2,"0.540924,0.459076"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INSTN_CLGS_W92,2,"0.521471,0.478529"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,INSTN_CLGS_W92,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Democrat,INSTN_CLGS_W92,2,"0.531209,0.468791"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Independent,INSTN_CLGS_W92,2,"0.554470,0.445530"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Jewish | Republican,INSTN_CLGS_W92,2,"0.509764,0.490236"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Independent,INSTN_CLGS_W92,2,"0.560253,0.439747"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INSTN_CLGS_W92,2,"0.521471,0.478529"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INSTN_CLGS_W92,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Independent,INSTN_CLGS_W92,2,"0.548674,0.451327"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,INSTN_CLGS_W92,2,"0.511717,0.488283"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Republican,INSTN_CLGS_W92,2,"0.515620,0.484380"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,INSTN_CLGS_W92,2,"0.529263,0.470737"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INSTN_CLGS_W92,2,"0.542863,0.457137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Other,INSTN_CLGS_W92,2,"0.505859,0.494141"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Democrat,INSTN_CLGS_W92,2,"0.509764,0.490236"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INSTN_CLGS_W92,2,"0.538983,0.461017"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INSTN_CLGS_W92,2,"0.507812,0.492188"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,INSTN_CLGS_W92,2,"0.517571,0.482429"
