ty,gk,qk,n_opt,mouth_pred
AGExPOLPARTY,AGExPOLPARTY :: 18-29 | Independent,CANDEXP_W92,4,"0.364941,0.282005,0.214538,0.138516"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,FAMSURV6_W50,4,"0.285809,0.260232,0.227866,0.226093"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,FREECOLL_W92,4,"0.359151,0.297746,0.204638,0.138465"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FREECOLL_W92,4,"0.418358,0.283075,0.155112,0.143455"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FREECOLL_W92,4,"0.336125,0.325784,0.202284,0.135807"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FREECOLL_W92,4,"0.396103,0.298994,0.162560,0.142343"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,FREECOLL_W92,4,"0.348135,0.327043,0.186343,0.138479"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FREECOLL_W92,4,"0.332940,0.327778,0.192691,0.146591"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,FREECOLL_W92,4,"0.336274,0.311003,0.190112,0.162611"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,GAYMARR2_W32,4,"0.264534,0.264534,0.290534,0.180397"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,GAYMARR2_W32,4,"0.241374,0.314811,0.263034,0.180781"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,GAYMARR2_W32,4,"0.212881,0.290974,0.309740,0.186405"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,GAYMARR2_W32,4,"0.283927,0.254511,0.250565,0.210997"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,GAYMARR2_W32,4,"0.278307,0.303282,0.245605,0.172805"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,GAYMARR2_W32,4,"0.238456,0.280969,0.276613,0.203962"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,GAYMARR2_W32,4,"0.225573,0.267875,0.305923,0.200629"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,GODMORALIMP_W92,4,"0.268494,0.347457,0.242564,0.141486"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,GODMORALIMP_W92,4,"0.296941,0.381280,0.207298,0.114481"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,GODMORALIMP_W92,4,"0.267198,0.362374,0.245195,0.125233"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,GODMORALIMP_W92,4,"0.341529,0.306144,0.200774,0.151552"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,GODMORALIMP_W92,4,"0.251302,0.389224,0.221773,0.137702"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,GODMORALIMP_W92,4,"0.264635,0.367409,0.215989,0.151967"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,GODMORALIMP_W92,4,"0.294534,0.355276,0.212145,0.138045"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,GODMORALIMP_W92,4,"0.277210,0.337002,0.240845,0.144943"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,GODMORALIMP_W92,4,"0.301714,0.311291,0.202561,0.184434"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,GODMORALIMP_W92,4,"0.278082,0.374201,0.203449,0.144267"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,GUNCONTRIBE_W26,4,"0.244216,0.156450,0.283295,0.316039"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,GUNCONTRIBE_W26,4,"0.245712,0.185473,0.267762,0.301053"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,GUNCONTRIBE_W26,4,"0.273662,0.154714,0.249172,0.322452"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,GUNCONTRIBE_W26,4,"0.236617,0.181421,0.266036,0.315926"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,GUNCONTRIBE_W26,4,"0.244110,0.182830,0.283172,0.289888"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,GUNCONTRIBE_W26,4,"0.236009,0.171324,0.249275,0.343391"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,INEQ5_l_W54,4,"0.312252,0.214607,0.256851,0.216290"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INEQ5_l_W54,4,"0.324613,0.233810,0.231991,0.209586"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,INEQ5_l_W54,4,"0.313493,0.232968,0.232968,0.220570"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INEQ5_l_W54,4,"0.297670,0.228231,0.254611,0.219488"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,LOCALELECT_W29,4,"0.310878,0.283058,0.238358,0.167706"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,LOCALELECT_W29,4,"0.353597,0.295441,0.195275,0.155687"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,RACESURV47a_W43,4,"0.136438,0.179345,0.324751,0.359466"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,RACESURV47a_W43,4,"0.166289,0.255548,0.269913,0.308250"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,RACESURV47a_W43,4,"0.139522,0.224704,0.271044,0.364730"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,RACESURV47a_W43,4,"0.151248,0.205123,0.251322,0.392308"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,ROBJOB3A_W27,4,"0.290259,0.254159,0.262227,0.193354"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,ROBJOB3A_W27,4,"0.279782,0.262831,0.241187,0.216199"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,ROMRELDUR_W50,6,"0.200713,0.141220,0.194538,0.143443,0.145702,0.174383"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,ROMRELDUR_W50,6,"0.209779,0.137576,0.167250,0.137576,0.152283,0.195535"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,ROMRELDUR_W50,6,"0.186492,0.157042,0.185041,0.146380,0.149851,0.175193"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,ROMRELDUR_W50,6,"0.174833,0.153089,0.196570,0.149543,0.148379,0.177586"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Democrat,ROMRELDUR_W50,6,"0.187768,0.148537,0.176392,0.152059,0.153252,0.181991"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,ROMRELDUR_W50,6,"0.195040,0.146078,0.174833,0.150715,0.147224,0.186109"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,ROMRELDUR_W50,6,"0.207060,0.147979,0.170323,0.143426,0.141203,0.190009"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,ROMRELDUR_W50,6,"0.188486,0.153837,0.175688,0.144517,0.144517,0.192955"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,ROMRELDUR_W50,6,"0.174366,0.150313,0.174366,0.152680,0.149143,0.199132"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,ROMRELDUR_W50,6,"0.164973,0.145588,0.189883,0.151388,0.144455,0.203714"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,ROMRELDUR_W50,6,"0.167620,0.144497,0.170259,0.153817,0.150253,0.213553"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,ROMRELDUR_W50,6,"0.181320,0.137941,0.165094,0.155091,0.155091,0.205463"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Other,ROMRELDUR_W50,6,"0.164765,0.146545,0.188167,0.151197,0.144273,0.205053"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,SOCIETY_RELG_W92,5,"0.134616,0.154943,0.411421,0.181146,0.117874"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,SOCIETY_RELG_W92,5,"0.140726,0.182113,0.370764,0.187894,0.118503"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,SOCIETY_RELG_W92,5,"0.127595,0.167720,0.405495,0.190052,0.109138"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,SOCIETY_RELG_W92,5,"0.167525,0.161107,0.327997,0.179728,0.163644"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,SOCIETY_RELG_W92,5,"0.142862,0.172325,0.388340,0.187789,0.108684"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,SOCIETY_RELG_W92,5,"0.133862,0.171883,0.375426,0.202527,0.116302"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,SOCIETY_RELG_W92,5,"0.129660,0.161365,0.396274,0.194643,0.118057"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,SOCIETY_RELG_W92,5,"0.139538,0.161867,0.367633,0.199879,0.131084"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,SOCIETY_SSM_W92,5,"0.142843,0.156882,0.416571,0.155661,0.128043"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,SOCIETY_SSM_W92,5,"0.168398,0.226604,0.312161,0.152135,0.140702"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,SOCIETY_SSM_W92,5,"0.134193,0.177776,0.400625,0.159358,0.128048"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,SOCIETY_SSM_W92,5,"0.193068,0.151541,0.272269,0.167740,0.215383"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,SOCIETY_SSM_W92,5,"0.178703,0.205685,0.318572,0.165273,0.131767"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,SOCIETY_SSM_W92,5,"0.181965,0.198294,0.319358,0.168290,0.132092"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,SOCIETY_SSM_W92,5,"0.160106,0.194639,0.338944,0.170432,0.135880"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,SOCIETY_SSM_W92,5,"0.142093,0.168739,0.383242,0.171396,0.134530"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,SOCIETY_SSM_W92,5,"0.152402,0.162231,0.354345,0.180982,0.150039"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,SOCIETY_SSM_W92,5,"0.186620,0.175313,0.332685,0.163410,0.141973"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,SOCIETY_TRANS_W92,5,"0.183996,0.195863,0.365919,0.139977,0.114246"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,SOCIETY_TRANS_W92,5,"0.229858,0.183259,0.270839,0.154319,0.161725"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,SOCIETY_TRANS_W92,5,"0.215395,0.253798,0.263908,0.141260,0.125639"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,SOCIETY_TRANS_W92,5,"0.184864,0.233690,0.329556,0.140637,0.111253"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,SOCIETY_TRANS_W92,5,"0.207914,0.183484,0.260783,0.165764,0.182056"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,SOCIETY_TRANS_W92,5,"0.203687,0.241885,0.282792,0.153751,0.117885"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,SOCIETY_TRANS_W92,5,"0.151302,0.221870,0.392449,0.136690,0.097688"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,SOCIETY_TRANS_W92,5,"0.210624,0.233140,0.279032,0.155305,0.121900"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,SOCIETY_TRANS_W92,5,"0.189535,0.245276,0.310058,0.141955,0.113176"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,SOCIETY_TRANS_W92,5,"0.214877,0.230530,0.278072,0.151185,0.125337"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,SOCIETY_TRANS_W92,5,"0.184752,0.206106,0.331940,0.153165,0.124037"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,SOCIETY_TRANS_W92,5,"0.194729,0.196256,0.301602,0.162702,0.144710"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,SOCIETY_TRANS_W92,5,"0.238878,0.220926,0.264414,0.144887,0.130894"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,TALK_CPS_W29,6,"0.257744,0.178534,0.170358,0.115270,0.137960,0.140133"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,TALK_CPS_W29,6,"0.209173,0.187501,0.174770,0.114617,0.147171,0.166767"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,TALK_CPS_W29,6,"0.264416,0.183156,0.138253,0.114616,0.140430,0.159128"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,TALK_CPS_W29,6,"0.257140,0.200261,0.148821,0.115000,0.133403,0.145374"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Other,WHYNOTPOLF1G_W36,3,"0.477784,0.234680,0.287536"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Independent,WHYNOTPOLF1G_W36,3,"0.488550,0.267703,0.243747"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,ECON5_f_W54,5,"0.166464,0.150388,0.220529,0.253827,0.208793"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,ECON5_f_W54,5,"0.143692,0.166686,0.202638,0.240639,0.246345"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV26b_W50,4,"0.259235,0.191148,0.226994,0.322623"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,FAMSURV26b_W50,4,"0.210611,0.238653,0.294698,0.256038"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV26b_W50,4,"0.252517,0.228130,0.250551,0.268802"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV26b_W50,4,"0.206276,0.231923,0.275415,0.286386"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV26b_W50,4,"0.221980,0.220253,0.249579,0.308189"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV30b_W50,3,"0.320912,0.270235,0.408853"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,FAMSURV30b_W50,3,"0.308212,0.308212,0.383576"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,FAMSURV30b_W50,3,"0.320347,0.287157,0.392497"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,FAMSURV30b_W50,3,"0.267377,0.305355,0.427268"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV30b_W50,3,"0.305434,0.305434,0.389133"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV30b_W50,3,"0.281848,0.314424,0.403728"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV30b_W50,3,"0.287321,0.301110,0.411569"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,FAMSURV30b_W50,3,"0.274695,0.306445,0.418860"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV30c_W50,3,"0.368434,0.271666,0.359899"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,FAMSURV30c_W50,3,"0.332900,0.312730,0.354370"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV30c_W50,3,"0.315782,0.320755,0.363463"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Democrat,FAMSURV30c_W50,3,"0.323902,0.309069,0.367029"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,FAMSURV30e_W50,3,"0.320855,0.263928,0.415217"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,FAMSURV30e_W50,3,"0.279797,0.300178,0.420025"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INEQ5_e_W54,4,"0.614529,0.148262,0.143701,0.093508"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INEQ5_e_W54,4,"0.557129,0.186615,0.157146,0.099110"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INEQ5_e_W54,4,"0.472344,0.248908,0.183533,0.095216"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INEQ5_e_W54,4,"0.498348,0.233571,0.172224,0.095857"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INEQ5_k_W54,4,"0.496735,0.171667,0.170331,0.161266"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INEQ5_k_W54,4,"0.447901,0.205064,0.180968,0.166066"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INEQ5_k_W54,4,"0.409306,0.250204,0.197928,0.142562"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INEQ5_k_W54,4,"0.427196,0.235920,0.188092,0.148793"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INEQ5_k_W54,4,"0.443170,0.219385,0.181877,0.155567"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INEQ8_a_W54,4,"0.651239,0.209781,0.099871,0.039110"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INEQ8_a_W54,4,"0.593351,0.259216,0.108905,0.038529"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INEQ8_a_W54,4,"0.471807,0.339830,0.146159,0.042204"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INEQ8_a_W54,4,"0.517699,0.311557,0.129876,0.040867"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INEQ8_b_W54,4,"0.598122,0.243559,0.113265,0.045054"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INEQ8_b_W54,4,"0.467706,0.331653,0.159129,0.041511"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INEQ8_b_W54,4,"0.568733,0.272881,0.115545,0.042840"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INEQ8_b_W54,4,"0.453748,0.350629,0.149630,0.045993"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INEQ8_b_W54,4,"0.487166,0.332218,0.134228,0.046388"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INEQ8_c_W54,4,"0.790673,0.111269,0.060496,0.037563"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,INEQ8_c_W54,4,"0.643354,0.217187,0.102592,0.036867"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,INEQ8_c_W54,4,"0.753955,0.145023,0.064354,0.036668"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,INEQ8_c_W54,4,"0.611212,0.239354,0.103752,0.045682"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INEQ8_c_W54,4,"0.672541,0.201933,0.084178,0.041347"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,INEQ8_c_W54,4,"0.681383,0.187741,0.082661,0.048216"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,INEQ8_i_W54,4,"0.464115,0.235202,0.174787,0.125895"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,INEQ8_i_W54,4,"0.387983,0.309327,0.196620,0.106069"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,PROG_RNEED_W92,3,"0.590209,0.212096,0.197695"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,PROG_RNEED_W92,3,"0.543355,0.273216,0.183429"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,REPRSNTDEM_W92,4,"0.240723,0.184569,0.272775,0.301934"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,REPRSNTDEM_W92,4,"0.259993,0.276761,0.255962,0.207284"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,REPRSNTDEM_W92,4,"0.227580,0.190150,0.296820,0.285449"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,REPRSNTDEM_W92,4,"0.258645,0.290802,0.250687,0.199865"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,REPRSNTDEM_W92,4,"0.166002,0.234100,0.379982,0.219917"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,REPRSNTDEM_W92,4,"0.189455,0.282192,0.305122,0.223232"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Refused,REPRSNTDEM_W92,4,"0.213032,0.219794,0.271409,0.295765"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,SOCIETY_GUNS_W92,5,"0.211198,0.150936,0.221334,0.186382,0.230150"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,SOCIETY_GUNS_W92,5,"0.143502,0.170413,0.315895,0.191600,0.178591"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,SOCIETY_GUNS_W92,5,"0.169501,0.173521,0.264588,0.207677,0.184712"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Mormon | Republican,SOCIETY_GUNS_W92,5,"0.218229,0.160912,0.191088,0.172634,0.257137"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Democrat,SOCIETY_GUNS_W92,5,"0.168217,0.179066,0.270918,0.201329,0.180470"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,SOCIETY_GUNS_W92,5,"0.122610,0.161168,0.374727,0.184060,0.157435"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Democrat,SOCIETY_GUNS_W92,5,"0.171363,0.175427,0.271707,0.201915,0.179587"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,SOCIETY_GUNS_W92,5,"0.139374,0.172104,0.316548,0.201210,0.170765"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Roman Catholic | Independent,SOCIETY_GUNS_W92,5,"0.163331,0.179384,0.273528,0.200118,0.183638"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,UNIMMIGCOMM_W92,4,"0.208645,0.132623,0.369056,0.289675"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,UNIMMIGCOMM_W92,4,"0.167968,0.202608,0.439092,0.190332"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Agnostic | Republican,WHADVANT_W92,4,"0.393869,0.172069,0.181741,0.252322"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Other | Independent,WHADVANT_W92,4,"0.315787,0.232847,0.225683,0.225683"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,ELECT_CONF3_PRVFR_W92,4,"0.270395,0.274653,0.254012,0.200940"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,ELECT_CONF3_PRVFR_W92,4,"0.279737,0.264849,0.250754,0.204660"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Nothing in particular | Other,ELECT_CONF3_PRVFR_W92,4,"0.205755,0.274719,0.326237,0.193289"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,ELECT_CONF3_PRVFR_W92,4,"0.269977,0.255609,0.265792,0.208622"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,EVOPERS3_W34,3,"0.756589,0.186864,0.056547"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,EVOPERS3_W34,3,"0.623394,0.263961,0.112645"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,FTRWORRYf_W41,4,"0.366815,0.299385,0.215639,0.118161"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,FTRWORRYf_W41,4,"0.315824,0.278713,0.247893,0.157570"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,GOVPRIOjF1_W41,4,"0.319580,0.262879,0.207955,0.209586"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,GOVPRIOjF1_W41,4,"0.288756,0.264977,0.223133,0.223133"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,GOVPRIOkF2_W41,4,"0.149156,0.127580,0.263830,0.459433"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,GOVPRIOkF2_W41,4,"0.165125,0.173049,0.280887,0.380939"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,GOVPRIOnF2_W41,4,"0.368118,0.291205,0.216405,0.124271"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,GOVPRIOnF2_W41,4,"0.317683,0.293809,0.236082,0.152426"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,GUNRESPNOKIDSD_W26,4,"0.441436,0.285013,0.163669,0.109882"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,GUNRESPNOKIDSD_W26,4,"0.365525,0.296011,0.205041,0.133423"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INEQ5_m_W54,4,"0.307904,0.225267,0.239796,0.227034"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INEQ5_m_W54,4,"0.289484,0.220228,0.259492,0.230797"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,INEQ8_h_W54,4,"0.303433,0.206924,0.335870,0.153773"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,INEQ8_h_W54,4,"0.285468,0.220593,0.323478,0.170461"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Independent,SOLVPROBc_W41,4,"0.303073,0.310260,0.253227,0.133441"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Protestant | Other,SOLVPROBc_W41,4,"0.288783,0.291048,0.269175,0.150994"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Atheist | Other,COHABDUR_W50,6,"0.204409,0.183231,0.190530,0.133011,0.141590,0.147230"
RELIGxPOLPARTY,RELIGxPOLPARTY :: Buddhist | Democrat,COHABDUR_W50,6,"0.214253,0.181834,0.179015,0.142723,0.143843,0.138332"
